timestamp(ms),solenoid_commanded,analog value (1-1024) (raw),
"94.49","51",,
"94.494",,"510",
"94.496","51",,
"94.499",,"510",
"94.502","51",,
"94.505",,"511",
"94.509","51",,
"94.512",,"513",
"94.515","51",,
"94.518",,"513",
"94.52","51",,
"94.524",,"510",
"94.526","51",,
"94.53",,"510",
"94.532","51",,
"94.535",,"510",
"94.538","51",,
"94.541",,"512",
"94.544","51",,
"94.547",,"514",
"94.551","52",,
"94.554",,"510",
"94.556","52",,
"94.56",,"510",
"94.562","52",,
"94.565",,"510",
"94.568","52",,
"94.571",,"511",
"94.574","52",,
"94.577",,"515",
"94.58","52",,
"94.583",,"510",
"94.585","52",,
"94.589",,"510",
"94.592","52",,
"94.595",,"510",
"94.598","52",,
"94.601",,"511",
"94.604","52",,
"94.607",,"514",
"94.61","53",,
"94.613",,"512",
"94.615","53",,
"94.619",,"510",
"94.621","53",,
"94.624",,"510",
"94.627","53",,
"94.63",,"511",
"94.633","53",,
"94.637",,"513",
"94.64","53",,
"94.643",,"514",
"94.645","53",,
"94.649",,"510",
"94.651","53",,
"94.655",,"510",
"94.657","53",,
"94.66",,"510",
"94.663","53",,
"94.666",,"511",
"94.669","54",,
"94.672",,"515",
"94.675","54",,
"94.679",,"510",
"94.681","54",,
"94.685",,"510",
"94.687","54",,
"94.69",,"510",
"94.693","54",,
"94.696",,"511",
"94.699","54",,
"94.702",,"515",
"94.705","54",,
"94.708",,"511",
"94.71","54",,
"94.714",,"510",
"94.716","54",,
"94.72",,"510",
"94.723","54",,
"94.726",,"511",
"94.729","55",,
"94.732",,"515",
"94.735","55",,
"94.738",,"512",
"94.74","55",,
"94.744",,"510",
"94.746","55",,
"94.75",,"510",
"94.752","55",,
"94.755",,"511",
"94.758","55",,
"94.761",,"513",
"94.765","55",,
"94.768",,"513",
"94.771","55",,
"94.774",,"510",
"94.776","55",,
"94.78",,"510",
"94.782","55",,
"94.785",,"510",
"94.788","56",,
"94.791",,"511",
"94.794","56",,
"94.797",,"516",
"94.8","56",,
"94.803",,"510",
"94.806","56",,
"94.81",,"510",
"94.812","56",,
"94.815",,"510",
"94.818","56",,
"94.821",,"511",
"94.824","56",,
"94.827",,"515",
"94.83","56",,
"94.833",,"512",
"94.835","56",,
"94.839",,"510",
"94.841","56",,
"94.844",,"510",
"94.848","57",,
"94.851",,"511",
"94.854","57",,
"94.857",,"514",
"94.86","57",,
"94.863",,"514",
"94.865","57",,
"94.869",,"510",
"94.871","57",,
"94.875",,"510",
"94.877","57",,
"94.88",,"510",
"94.883","57",,
"94.886",,"512",
"94.889","57",,
"94.893",,"515",
"94.896","57",,
"94.899",,"510",
"94.901","57",,
"94.905",,"510",
"94.907","58",,
"94.91",,"511",
"94.913","58",,
"94.916",,"512",
"94.919","58",,
"94.922",,"516",
"94.925","58",,
"94.928",,"511",
"94.93","58",,
"94.935",,"510",
"94.937","58",,
"94.94",,"510",
"94.943","58",,
"94.946",,"511",
"94.949","58",,
"94.952",,"515",
"94.955","58",,
"94.958",,"513",
"94.96","58",,
"94.964",,"510",
"94.966","59",,
"94.969",,"510",
"94.972","59",,
"94.976",,"511",
"94.979","59",,
"94.982",,"514",
"94.985","59",,
"94.988",,"514",
"94.99","59",,
"94.994",,"510",
"94.996","59",,
"95",,"510",
"95.002","59",,
"95.005",,"510",
"95.008","59",,
"95.011",,"512",
"95.014","59",,
"95.017",,"515",
"95.021","59",,
"95.024",,"510",
"95.026","60",,
"95.03",,"510",
"95.032","60",,
"95.035",,"511",
"95.038","60",,
"95.041",,"512",
"95.044","60",,
"95.047",,"516",
"95.05","60",,
"95.053",,"511",
"95.055","60",,
"95.059",,"510",
"95.062","60",,
"95.065",,"510",
"95.068","60",,
"95.071",,"511",
"95.074","60",,
"95.077",,"515",
"95.08","60",,
"95.083",,"513",
"95.085","61",,
"95.089",,"510",
"95.091","61",,
"95.095",,"510",
"95.097","61",,
"95.1",,"511",
"95.104","61",,
"95.107",,"513",
"95.11","61",,
"95.113",,"514",
"95.116","61",,
"95.119",,"510",
"95.121","61",,
"95.125",,"510",
"95.127","61",,
"95.13",,"511",
"95.133","61",,
"95.136",,"512",
"95.139","61",,
"95.142",,"516",
"95.145","62",,
"95.149",,"510",
"95.151","62",,
"95.155",,"510",
"95.157","62",,
"95.16",,"511",
"95.163","62",,
"95.166",,"511",
"95.169","62",,
"95.172",,"516",
"95.175","62",,
"95.178",,"512",
"95.18","62",,
"95.184",,"510",
"95.186","62",,
"95.19",,"510",
"95.193","62",,
"95.196",,"511",
"95.199","62",,
"95.202",,"515",
"95.205","63",,
"95.208",,"514",
"95.21","63",,
"95.214",,"510",
"95.216","63",,
"95.22",,"510",
"95.222","63",,
"95.225",,"511",
"95.228","63",,
"95.232",,"513",
"95.235","63",,
"95.238",,"515",
"95.241","63",,
"95.244",,"510",
"95.246","63",,
"95.25",,"510",
"95.252","63",,
"95.255",,"510",
"95.258","63",,
"95.261",,"512",
"95.264","64",,
"95.267",,"516",
"95.27","64",,
"95.273",,"511",
"95.276","64",,
"95.28",,"510",
"95.282","64",,
"95.285",,"510",
"95.288","64",,
"95.291",,"512",
"95.294","64",,
"95.297",,"516",
"95.3","64",,
"95.303",,"513",
"95.305","64",,
"95.309",,"510",
"95.311","64",,
"95.315",,"510",
"95.318","64",,
"95.321",,"511",
"95.324","65",,
"95.327",,"515",
"95.33","65",,
"95.333",,"513",
"95.336","65",,
"95.339",,"510",
"95.341","65",,
"95.345",,"510",
"95.347","65",,
"95.35",,"511",
"95.353","65",,
"95.356",,"514",
"95.36","65",,
"95.363",,"515",
"95.366","65",,
"95.369",,"510",
"95.371","65",,
"95.375",,"510",
"95.377","65",,
"95.38",,"511",
"95.383","66",,
"95.386",,"512",
"95.389","66",,
"95.392",,"517",
"95.395","66",,
"95.398",,"512",
"95.4","66",,
"95.405",,"510",
"95.407","66",,
"95.41",,"510",
"95.413","66",,
"95.416",,"511",
"95.419","66",,
"95.422",,"516",
"95.425","66",,
"95.428",,"513",
"95.43","66",,
"95.434",,"510",
"95.436","66",,
"95.44",,"510",
"95.442","67",,
"95.446",,"511",
"95.449","67",,
"95.452",,"514",
"95.455","67",,
"95.458",,"515",
"95.461","67",,
"95.464",,"510",
"95.466","67",,
"95.47",,"510",
"95.472","67",,
"95.475",,"511",
"95.478","67",,
"95.481",,"513",
"95.484","67",,
"95.488",,"516",
"95.491","67",,
"95.494",,"511",
"95.496","67",,
"95.5",,"510",
"95.502","68",,
"95.505",,"511",
"95.508","68",,
"95.511",,"512",
"95.514","68",,
"95.517",,"517",
"95.52","68",,
"95.523",,"513",
"95.525","68",,
"95.529",,"510",
"95.532","68",,
"95.535",,"510",
"95.538","68",,
"95.541",,"511",
"95.544","68",,
"95.547",,"516",
"95.55","68",,
"95.553",,"514",
"95.556","68",,
"95.559",,"510",
"95.561","69",,
"95.565",,"510",
"95.567","69",,
"95.57",,"511",
"95.574","69",,
"95.577",,"514",
"95.58","69",,
"95.583",,"515",
"95.586","69",,
"95.589",,"510",
"95.591","69",,
"95.595",,"510",
"95.597","69",,
"95.6",,"511",
"95.603","69",,
"95.606",,"513",
"95.609","69",,
"95.612",,"516",
"95.616","69",,
"95.619",,"511",
"95.621","70",,
"95.625",,"511",
"95.627","70",,
"95.63",,"511",
"95.633","70",,
"95.636",,"512",
"95.639","70",,
"95.642",,"517",
"95.645","70",,
"95.648",,"513",
"95.65","70",,
"95.654",,"510",
"95.656","70",,
"95.661",,"510",
"95.663","70",,
"95.666",,"511",
"95.669","70",,
"95.672",,"516",
"95.675","70",,
"95.678",,"514",
"95.681","71",,
"95.684",,"510",
"95.686","71",,
"95.69",,"510",
"95.692","71",,
"95.695",,"511",
"95.698","71",,
"95.702",,"514",
"95.705","71",,
"95.708",,"516",
"95.711","71",,
"95.714",,"511",
"95.716","71",,
"95.72",,"510",
"95.722","71",,
"95.725",,"511",
"95.728","71",,
"95.731",,"513",
"95.734","71",,
"95.737",,"517",
"95.74","72",,
"95.744",,"512",
"95.746","72",,
"95.75",,"510",
"95.752","72",,
"95.755",,"511",
"95.758","72",,
"95.761",,"512",
"95.764","72",,
"95.767",,"517",
"95.77","72",,
"95.773",,"514",
"95.775","72",,
"95.779",,"510",
"95.781","72",,
"95.785",,"511",
"95.788","72",,
"95.791",,"511",
"95.794","72",,
"95.797",,"516",
"95.8","73",,
"95.803",,"515",
"95.806","73",,
"95.809",,"510",
"95.811","73",,
"95.815",,"510",
"95.817","73",,
"95.82",,"511",
"95.823","73",,
"95.826",,"514",
"95.83","73",,
"95.833",,"516",
"95.836","73",,
"95.839",,"511",
"95.841","73",,
"95.845",,"510",
"95.847","73",,
"95.85",,"511",
"95.853","73",,
"95.856",,"513",
"95.859","74",,
"95.862",,"518",
"95.865","74",,
"95.868",,"513",
"95.87","74",,
"95.875",,"510",
"95.877","74",,
"95.881",,"511",
"95.883","74",,
"95.886",,"512",
"95.889","74",,
"95.892",,"517",
"95.895","74",,
"95.898",,"514",
"95.901","74",,
"95.904",,"510",
"95.906","74",,
"95.91",,"510",
"95.912","74",,
"95.916",,"511",
"95.919","75",,
"95.922",,"516",
"95.925","75",,
"95.928",,"515",
"95.931","75",,
"95.934",,"510",
"95.936","75",,
"95.94",,"511",
"95.942","75",,
"95.945",,"511",
"95.948","75",,
"95.951",,"514",
"95.954","75",,
"95.958",,"516",
"95.961","75",,
"95.964",,"511",
"95.966","75",,
"95.97",,"511",
"95.972","75",,
"95.975",,"511",
"95.978","76",,
"95.981",,"512",
"95.984","76",,
"95.987",,"518",
"95.99","76",,
"95.993",,"513",
"95.995","76",,
"96",,"510",
"96.002","76",,
"96.006",,"510",
"96.008","76",,
"96.011",,"511",
"96.014","76",,
"96.017",,"516",
"96.02","76",,
"96.023",,"515",
"96.026","76",,
"96.029",,"510",
"96.031","76",,
"96.035",,"510",
"96.037","77",,
"96.04",,"511",
"96.044","77",,
"96.047",,"515",
"96.05","77",,
"96.053",,"516",
"96.056","77",,
"96.059",,"511",
"96.061","77",,
"96.065",,"510",
"96.067","77",,
"96.07",,"510",
"96.073","77",,
"96.076",,"513",
"96.079","77",,
"96.082",,"517",
"96.086","77",,
"96.089",,"513",
"96.091","77",,
"96.095",,"510",
"96.097","78",,
"96.1",,"511",
"96.103","78",,
"96.106",,"512",
"96.109","78",,
"96.112",,"517",
"96.115","78",,
"96.118",,"514",
"96.121","78",,
"96.124",,"510",
"96.126","78",,
"96.131",,"511",
"96.133","78",,
"96.136",,"512",
"96.139","78",,
"96.142",,"516",
"96.145","78",,
"96.148",,"515",
"96.151","78",,
"96.154",,"510",
"96.156","79",,
"96.16",,"511",
"96.162","79",,
"96.165",,"511",
"96.168","79",,
"96.172",,"514",
"96.175","79",,
"96.178",,"517",
"96.181","79",,
"96.184",,"512",
"96.186","79",,
"96.19",,"510",
"96.192","79",,
"96.195",,"511",
"96.198","79",,
"96.201",,"513",
"96.204","79",,
"96.207",,"518",
"96.21","79",,
"96.214",,"513",
"96.216","80",,
"96.22",,"510",
"96.222","80",,
"96.226",,"511",
"96.228","80",,
"96.231",,"512",
"96.234","80",,
"96.237",,"517",
"96.24","80",,
"96.243",,"515",
"96.246","80",,
"96.249",,"510",
"96.251","80",,
"96.256",,"511",
"96.258","80",,
"96.261",,"511",
"96.264","80",,
"96.267",,"516",
"96.27","80",,
"96.273",,"516",
"96.276","81",,
"96.279",,"511",
"96.281","81",,
"96.285",,"510",
"96.287","81",,
"96.29",,"511",
"96.293","81",,
"96.296",,"514",
"96.3","81",,
"96.303",,"517",
"96.306","81",,
"96.309",,"513",
"96.311","81",,
"96.315",,"510",
"96.317","81",,
"96.32",,"511",
"96.323","81",,
"96.326",,"513",
"96.329","81",,
"96.332",,"518",
"96.335","82",,
"96.338",,"514",
"96.34","82",,
"96.345",,"510",
"96.347","82",,
"96.351",,"511",
"96.353","82",,
"96.356",,"512",
"96.359","82",,
"96.362",,"517",
"96.365","82",,
"96.368",,"515",
"96.371","82",,
"96.374",,"510",
"96.376","82",,
"96.38",,"510",
"96.382","82",,
"96.386",,"512",
"96.389","82",,
"96.392",,"516",
"96.395","83",,
"96.398",,"517",
"96.401","83",,
"96.404",,"512",
"96.406","83",,
"96.41",,"510",
"96.412","83",,
"96.415",,"511",
"96.418","83",,
"96.421",,"514",
"96.424","83",,
"96.428",,"518",
"96.431","83",,
"96.434",,"513",
"96.436","83",,
"96.44",,"510",
"96.442","83",,
"96.446",,"511",
"96.448","83",,
"96.451",,"513",
"96.454","84",,
"96.457",,"519",
"96.46","84",,
"96.463",,"514",
"96.466","84",,
"96.47",,"510",
"96.472","84",,
"96.476",,"511",
"96.478","84",,
"96.481",,"512",
"96.484","84",,
"96.487",,"517",
"96.49","84",,
"96.493",,"516",
"96.496","84",,
"96.499",,"511",
"96.501","84",,
"96.505",,"511",
"96.507","84",,
"96.51",,"511",
"96.514","85",,
"96.517",,"516",
"96.52","85",,
"96.523",,"517",
"96.526","85",,
"96.529",,"511",
"96.531","85",,
"96.535",,"511",
"96.537","85",,
"96.54",,"511",
"96.543","85",,
"96.546",,"515",
"96.549","85",,
"96.552",,"518",
"96.556","85",,
"96.559",,"513",
"96.561","85",,
"96.565",,"510",
"96.567","85",,
"96.571",,"511",
"96.573","86",,
"96.576",,"513",
"96.579","86",,
"96.582",,"518",
"96.585","86",,
"96.588",,"515",
"96.591","86",,
"96.594",,"510",
"96.596","86",,
"96.601",,"511",
"96.603","86",,
"96.606",,"512",
"96.609","86",,
"96.612",,"517",
"96.615","86",,
"96.618",,"516",
"96.621","86",,
"96.624",,"512",
"96.626","86",,
"96.63",,"511",
"96.632","87",,
"96.635",,"511",
"96.638","87",,
"96.642",,"515",
"96.645","87",,
"96.648",,"518",
"96.651","87",,
"96.654",,"513",
"96.656","87",,
"96.66",,"510",
"96.662","87",,
"96.666",,"511",
"96.668","87",,
"96.671",,"514",
"96.674","87",,
"96.677",,"519",
"96.68","87",,
"96.684",,"514",
"96.687","87",,
"96.69",,"510",
"96.692","88",,
"96.696",,"511",
"96.698","88",,
"96.701",,"513",
"96.704","88",,
"96.707",,"518",
"96.71","88",,
"96.713",,"515",
"96.716","88",,
"96.719",,"511",
"96.721","88",,
"96.726",,"511",
"96.728","88",,
"96.731",,"511",
"96.734","88",,
"96.737",,"516",
"96.74","88",,
"96.743",,"517",
"96.746","88",,
"96.749",,"512",
"96.751","89",,
"96.755",,"511",
"96.757","89",,
"96.76",,"511",
"96.763","89",,
"96.766",,"515",
"96.77","89",,
"96.773",,"518",
"96.776","89",,
"96.779",,"514",
"96.781","89",,
"96.785",,"510",
"96.787","89",,
"96.791",,"511",
"96.793","89",,
"96.796",,"513",
"96.799","89",,
"96.802",,"519",
"96.805","89",,
"96.808",,"515",
"96.812","90",,
"96.815",,"510",
"96.817","90",,
"96.821",,"511",
"96.823","90",,
"96.826",,"512",
"96.829","90",,
"96.832",,"518",
"96.835","90",,
"96.838",,"516",
"96.841","90",,
"96.844",,"511",
"96.846","90",,
"96.85",,"511",
"96.852","90",,
"96.856",,"511",
"96.859","90",,
"96.862",,"516",
"96.865","90",,
"96.868",,"517",
"96.871","91",,
"96.874",,"513",
"96.876","91",,
"96.88",,"510",
"96.882","91",,
"96.885",,"511",
"96.888","91",,
"96.891",,"515",
"96.894","91",,
"96.898",,"519",
"96.901","91",,
"96.904",,"514",
"96.906","91",,
"96.91",,"511",
"96.912","91",,
"96.916",,"511",
"96.918","91",,
"96.921",,"513",
"96.924","91",,
"96.927",,"519",
"96.93","92",,
"96.933",,"515",
"96.936","92",,
"96.94",,"511",
"96.942","92",,
"96.946",,"511",
"96.948","92",,
"96.951",,"512",
"96.954","92",,
"96.957",,"518",
"96.96","92",,
"96.963",,"517",
"96.966","92",,
"96.969",,"512",
"96.971","92",,
"96.975",,"511",
"96.977","92",,
"96.98",,"512",
"96.984","92",,
"96.987",,"516",
"96.99","93",,
"96.993",,"518",
"96.996","93",,
"96.999",,"513",
"97.001","93",,
"97.005",,"510",
"97.007","93",,
"97.011",,"511",
"97.013","93",,
"97.016",,"514",
"97.019","93",,
"97.022",,"519",
"97.026","93",,
"97.029",,"515",
"97.032","93",,
"97.035",,"510",
"97.037","93",,
"97.041",,"511",
"97.043","93",,
"97.046",,"513",
"97.049","94",,
"97.052",,"520",
"97.055","94",,
"97.058",,"516",
"97.061","94",,
"97.064",,"511",
"97.067","94",,
"97.071",,"511",
"97.073","94",,
"97.076",,"512",
"97.079","94",,
"97.082",,"517",
"97.085","94",,
"97.088",,"517",
"97.091","94",,
"97.094",,"513",
"97.096","94",,
"97.1",,"511",
"97.102","94",,
"97.105",,"511",
"97.108","95",,
"97.112",,"517",
"97.115","95",,
"97.118",,"518",
"97.121","95",,
"97.124",,"513",
"97.126","95",,
"97.13",,"511",
"97.132","95",,
"97.136",,"512",
"97.138","95",,
"97.141",,"515",
"97.144","95",,
"97.147",,"519",
"97.15","95",,
"97.154",,"514",
"97.157","95",,
"97.16",,"511",
"97.162","95",,
"97.166",,"511",
"97.168","96",,
"97.171",,"513",
"97.174","96",,
"97.177",,"519",
"97.18","96",,
"97.183",,"516",
"97.186","96",,
"97.189",,"512",
"97.191","96",,
"97.196",,"511",
"97.198","96",,
"97.201",,"512",
"97.204","96",,
"97.207",,"517",
"97.21","96",,
"97.213",,"518",
"97.216","96",,
"97.219",,"513",
"97.221","96",,
"97.225",,"511",
"97.227","97",,
"97.231",,"512",
"97.233","97",,
"97.236",,"516",
"97.24","97",,
"97.243",,"519",
"97.246","97",,
"97.249",,"515",
"97.252","97",,
"97.255",,"511",
"97.257","97",,
"97.261",,"511",
"97.263","97",,
"97.266",,"514",
"97.269","97",,
"97.272",,"520",
"97.275","97",,
"97.278",,"516",
"97.282","97",,
"97.285",,"511",
"97.287","98",,
"97.291",,"511",
"97.293","98",,
"97.296",,"513",
"97.299","98",,
"97.302",,"519",
"97.305","98",,
"97.308",,"517",
"97.311","98",,
"97.314",,"512",
"97.316","98",,
"97.32",,"511",
"97.323","98",,
"97.326",,"512",
"97.329","98",,
"97.332",,"517",
"97.335","98",,
"97.338",,"518",
"97.341","98",,
"97.344",,"514",
"97.346","99",,
"97.35",,"511",
"97.352","99",,
"97.356",,"512",
"97.358","99",,
"97.361",,"515",
"97.364","99",,
"97.368",,"520",
"97.371","99",,
"97.374",,"515",
"97.377","99",,
"97.38",,"511",
"97.382","99",,
"97.386",,"511",
"97.388","99",,
"97.391",,"514",
"97.394","99",,
"97.397",,"520",
"97.4","99",,
"97.403",,"516",
"97.406","100",,
"97.41",,"514",
"97.412","100",,
"97.416",,"511",
"97.418","100",,
"97.422",,"511",
"97.424","100",,
"97.428",,"511",
"97.43","100",,
"97.433",,"512",
"97.436","100",,
"97.439",,"515",
"97.442","100",,
"97.445",,"518",
"97.448","100",,
"97.452",,"520",
"97.455","100",,
"97.458",,"517",
"97.461","100",,
"97.464",,"515",
"97.467","101",,
"97.47",,"512",
"97.472","101",,
"97.476",,"511",
"97.478","101",,
"97.482",,"511",
"97.484","101",,
"97.488",,"512",
"97.49","101",,
"97.494",,"513",
"97.497","101",,
"97.5",,"517",
"97.503","101",,
"97.506",,"521",
"97.509","101",,
"97.512",,"518",
"97.515","101",,
"97.518",,"516",
"97.521","101",,
"97.524",,"513",
"97.526","102",,
"97.53",,"510",
"97.532","102",,
"97.537",,"511",
"97.539","102",,
"97.543",,"511",
"97.545","102",,
"97.548",,"513",
"97.551","102",,
"97.554",,"515",
"97.557","102",,
"97.56",,"519",
"97.563","102",,
"97.566",,"519",
"97.569","102",,
"97.572",,"517",
"97.575","102",,
"97.579",,"514",
"97.581","102",,
"97.585",,"511",
"97.587","103",,
"97.591",,"511",
"97.593","103",,
"97.597",,"511",
"97.599","103",,
"97.602",,"512",
"97.605","103",,
"97.608",,"515",
"97.611","103",,
"97.614",,"518",
"97.617","103",,
"97.62",,"520",
"97.624","103",,
"97.627",,"518",
"97.63","103",,
"97.633",,"515",
"97.636","103",,
"97.639",,"513",
"97.641","103",,
"97.645",,"511",
"97.647","104",,
"97.651",,"511",
"97.653","104",,
"97.657",,"512",
"97.659","104",,
"97.662",,"514",
"97.666","104",,
"97.669",,"517",
"97.672","104",,
"97.675",,"521",
"97.678","104",,
"97.681",,"519",
"97.684","104",,
"97.687",,"516",
"97.69","104",,
"97.693",,"514",
"97.695","104",,
"97.699",,"511",
"97.701","104",,
"97.705",,"511",
"97.708","105",,
"97.712",,"512",
"97.714","105",,
"97.717",,"513",
"97.72","105",,
"97.723",,"517",
"97.726","105",,
"97.729",,"521",
"97.732","105",,
"97.735",,"519",
"97.738","105",,
"97.741",,"517",
"97.744","105",,
"97.747",,"514",
"97.751","105",,
"97.754",,"511",
"97.756","105",,
"97.76",,"511",
"97.762","105",,
"97.766",,"511",
"97.768","106",,
"97.772",,"512",
"97.774","106",,
"97.777",,"515",
"97.78","106",,
"97.783",,"518",
"97.786","106",,
"97.789",,"521",
"97.793","106",,
"97.796",,"518",
"97.799","106",,
"97.802",,"516",
"97.805","106",,
"97.808",,"513",
"97.81","106",,
"97.814",,"511",
"97.816","106",,
"97.82",,"511",
"97.822","106",,
"97.826",,"512",
"97.828","107",,
"97.831",,"514",
"97.835","107",,
"97.838",,"517",
"97.841","107",,
"97.844",,"520",
"97.847","107",,
"97.85",,"520",
"97.853","107",,
"97.856",,"517",
"97.859","107",,
"97.862",,"514",
"97.864","107",,
"97.868",,"512",
"97.87","107",,
"97.874",,"511",
"97.876","107",,
"97.881",,"512",
"97.883","107",,
"97.886",,"513",
"97.889","108",,
"97.892",,"516",
"97.895","108",,
"97.898",,"519",
"97.901","108",,
"97.904",,"521",
"97.907","108",,
"97.91",,"518",
"97.913","108",,
"97.916",,"515",
"97.92","108",,
"97.923",,"513",
"97.925","108",,
"97.929",,"511",
"97.931","108",,
"97.935",,"511",
"97.937","108",,
"97.941",,"513",
"97.943","108",,
"97.946",,"515",
"97.949","109",,
"97.952",,"518",
"97.955","109",,
"97.958",,"521",
"97.961","109",,
"97.965",,"519",
"97.968","109",,
"97.971",,"517",
"97.974","109",,
"97.977",,"514",
"97.979","109",,
"97.983",,"511",
"97.985","109",,
"97.989",,"511",
"97.991","109",,
"97.995",,"512",
"97.997","109",,
"98",,"513",
"98.003","109",,
"98.007",,"517",
"98.01","110",,
"98.013",,"521",
"98.016","110",,
"98.019",,"520",
"98.022","110",,
"98.025",,"517",
"98.028","110",,
"98.031",,"515",
"98.034","110",,
"98.037",,"512",
"98.039","110",,
"98.043",,"511",
"98.045","110",,
"98.05",,"512",
"98.052","110",,
"98.056",,"513",
"98.058","110",,
"98.061",,"516",
"98.064","110",,
"98.067",,"520",
"98.07","111",,
"98.073",,"521",
"98.076","111",,
"98.079",,"518",
"98.082","111",,
"98.085",,"516",
"98.088","111",,
"98.092",,"513",
"98.094","111",,
"98.098",,"511",
"98.1","111",,
"98.104",,"512",
"98.106","111",,
"98.11",,"512",
"98.112","111",,
"98.115",,"514",
"98.118","111",,
"98.121",,"518",
"98.124","111",,
"98.127",,"522",
"98.13","112",,
"98.134",,"519",
"98.137","112",,
"98.14",,"517",
"98.143","112",,
"98.146",,"514",
"98.148","112",,
"98.152",,"512",
"98.154","112",,
"98.158",,"511",
"98.16","112",,
"98.164",,"512",
"98.166","112",,
"98.169",,"513",
"98.172","112",,
"98.176",,"517",
"98.179","112",,
"98.182",,"520",
"98.185","112",,
"98.188",,"520",
"98.191","113",,
"98.194",,"518",
"98.197","113",,
"98.2",,"516",
"98.203","113",,
"98.206",,"513",
"98.208","113",,
"98.212",,"511",
"98.214","113",,
"98.219",,"512",
"98.221","113",,
"98.225",,"513",
"98.227","113",,
"98.23",,"516",
"98.233","113",,
"98.236",,"519",
"98.239","113",,
"98.242",,"522",
"98.245","113",,
"98.248",,"519",
"98.251","114",,
"98.254",,"516",
"98.257","114",,
"98.26",,"514",
"98.263","114",,
"98.267",,"511",
"98.269","114",,
"98.273",,"512",
"98.275","114",,
"98.279",,"512",
"98.281","114",,
"98.284",,"515",
"98.287","114",,
"98.29",,"518",
"98.293","114",,
"98.296",,"521",
"98.299","114",,
"98.302",,"520",
"98.306","114",,
"98.309",,"518",
"98.312","115",,
"98.315",,"514",
"98.318","115",,
"98.321",,"511",
"98.323","115",,
"98.327",,"512",
"98.329","115",,
"98.333",,"512",
"98.335","115",,
"98.339",,"515",
"98.341","115",,
"98.344",,"518",
"98.348","115",,
"98.351",,"522",
