timestamp(ms),solenoid_commanded,analog value (1-1024) (raw),
"110.156",,"551",
"110.158","203",,
"110.162",,"548",
"110.164","203",,
"110.169",,"546",
"110.171","203",,
"110.175",,"546",
"110.178","203",,
"110.181",,"547",
"110.184","202",,
"110.187",,"548",
"110.19","202",,
"110.193",,"548",
"110.196","202",,
"110.199",,"549",
"110.202","202",,
"110.205",,"550",
"110.209","202",,
"110.212",,"550",
"110.215","202",,
"110.218",,"551",
"110.221","202",,
"110.224",,"551",
"110.227","202",,
"110.23",,"552",
"110.233","202",,
"110.236",,"553",
"110.239","202",,
"110.243",,"553",
"110.245","201",,
"110.249",,"554",
"110.252","201",,
"110.256",,"551",
"110.258","201",,
"110.262",,"549",
"110.264","201",,
"110.268",,"546",
"110.27","201",,
"110.274",,"544",
"110.276","201",,
"110.28",,"545",
"110.283","201",,
"110.286",,"546",
"110.289","201",,
"110.292",,"547",
"110.296","201",,
"110.299",,"547",
"110.302","201",,
"110.305",,"548",
"110.308","200",,
"110.311",,"549",
"110.314","200",,
"110.317",,"549",
"110.32","200",,
"110.323",,"550",
"110.326","200",,
"110.329",,"551",
"110.332","200",,
"110.336",,"552",
"110.339","200",,
"110.342",,"552",
"110.345","200",,
"110.349",,"553",
"110.351","200",,
"110.355",,"553",
"110.357","200",,
"110.361",,"550",
"110.363","200",,
"110.367",,"548",
"110.369","199",,
"110.373",,"544",
"110.375","199",,
"110.38",,"543",
"110.382","199",,
"110.386",,"544",
"110.389","199",,
"110.392",,"545",
"110.395","199",,
"110.398",,"546",
"110.401","199",,
"110.404",,"546",
"110.407","199",,
"110.41",,"547",
"110.413","199",,
"110.416",,"548",
"110.419","199",,
"110.423",,"549",
"110.426","199",,
"110.429",,"549",
"110.432","198",,
"110.435",,"550",
"110.438","198",,
"110.441",,"550",
"110.444","198",,
"110.447",,"551",
"110.45","198",,
"110.454",,"551",
"110.456","198",,
"110.46",,"550",
"110.462","198",,
"110.467",,"549",
"110.469","198",,
"110.473",,"546",
"110.475","198",,
"110.479",,"543",
"110.481","198",,
"110.485",,"543",
"110.487","198",,
"110.491",,"544",
"110.494","197",,
"110.497",,"544",
"110.5","197",,
"110.503",,"545",
"110.507","197",,
"110.51",,"546",
"110.513","197",,
"110.516",,"547",
"110.519","197",,
"110.522",,"547",
"110.525","197",,
"110.528",,"548",
"110.531","197",,
"110.534",,"549",
"110.537","197",,
"110.54",,"549",
"110.543","197",,
"110.546",,"550",
"110.55","197",,
"110.553",,"551",
"110.556","196",,
"110.56",,"551",
"110.562","196",,
"110.566",,"549",
"110.568","196",,
"110.572",,"546",
"110.574","196",,
"110.578",,"544",
"110.58","196",,
"110.584",,"541",
"110.586","196",,
"110.59",,"542",
"110.593","196",,
"110.597",,"543",
"110.6","196",,
"110.603",,"544",
"110.606","196",,
"110.609",,"544",
"110.612","196",,
"110.615",,"545",
"110.618","195",,
"110.621",,"546",
"110.624","195",,
"110.627",,"546",
"110.63","195",,
"110.633",,"546",
"110.637","195",,
"110.64",,"547",
"110.643","195",,
"110.646",,"548",
"110.649","195",,
"110.652",,"549",
"110.655","195",,
"110.658",,"549",
"110.661","195",,
"110.665",,"550",
"110.667","195",,
"110.671",,"550",
"110.673","195",,
"110.678",,"546",
"110.68","194",,
"110.684",,"542",
"110.686","194",,
"110.69",,"540",
"110.692","194",,
"110.696",,"541",
"110.699","194",,
"110.702",,"542",
"110.705","194",,
"110.708",,"542",
"110.711","194",,
"110.714",,"543",
"110.717","194",,
"110.721",,"544",
"110.724","194",,
"110.727",,"545",
"110.73","194",,
"110.733",,"546",
"110.736","194",,
"110.739",,"547",
"110.742","193",,
"110.745",,"547",
"110.748","193",,
"110.751",,"547",
"110.754","193",,
"110.757",,"548",
"110.76","193",,
"110.765",,"549",
"110.767","193",,
"110.771",,"549",
"110.773","193",,
"110.777",,"546",
"110.779","193",,
"110.783",,"543",
"110.785","193",,
"110.789",,"541",
"110.791","193",,
"110.795",,"539",
"110.797","193",,
"110.801",,"540",
"110.804","192",,
"110.808",,"541",
"110.811","192",,
"110.814",,"542",
"110.817","192",,
"110.82",,"542",
"110.823","192",,
"110.826",,"543",
"110.829","192",,
"110.832",,"544",
"110.835","192",,
"110.838",,"545",
"110.841","192",,
"110.844",,"545",
"110.848","192",,
"110.851",,"546",
"110.854","192",,
"110.857",,"547",
"110.86","192",,
"110.863",,"548",
"110.866","191",,
"110.87",,"549",
"110.872","191",,
"110.876",,"547",
"110.878","191",,
"110.882",,"544",
"110.884","191",,
"110.888",,"541",
"110.891","191",,
"110.895",,"539",
"110.897","191",,
"110.901",,"538",
"110.903","191",,
"110.907",,"539",
"110.91","191",,
"110.913",,"540",
"110.916","191",,
"110.919",,"541",
"110.922","191",,
"110.925",,"542",
"110.928","190",,
"110.931",,"543",
"110.935","190",,
"110.938",,"543",
"110.941","190",,
"110.944",,"544",
"110.947","190",,
"110.95",,"545",
"110.953","190",,
"110.956",,"546",
"110.959","190",,
"110.962",,"546",
"110.965","190",,
"110.968",,"547",
"110.971","190",,
"110.976",,"548",
"110.978","190",,
"110.982",,"545",
"110.984","190",,
"110.988",,"543",
"110.99","189",,
"110.994",,"540",
"110.996","189",,
"111",,"537",
"111.002","189",,
"111.006",,"537",
"111.008","189",,
"111.012",,"539",
"111.015","189",,
"111.019",,"539",
"111.022","189",,
"111.025",,"540",
"111.028","189",,
"111.031",,"541",
"111.034","189",,
"111.037",,"542",
"111.04","189",,
"111.043",,"543",
"111.046","189",,
"111.049",,"544",
"111.052","188",,
"111.055",,"544",
"111.058","188",,
"111.062",,"545",
"111.065","188",,
"111.068",,"545",
"111.071","188",,
"111.074",,"546",
"111.077","188",,
"111.081",,"546",
"111.083","188",,
"111.087",,"543",
"111.089","188",,
"111.093",,"541",
"111.095","188",,
"111.099",,"538",
"111.101","188",,
"111.106",,"536",
"111.108","188",,
"111.112",,"537",
"111.115","187",,
"111.118",,"538",
"111.121","187",,
"111.124",,"538",
"111.127","187",,
"111.13",,"539",
"111.133","187",,
"111.136",,"540",
"111.139","187",,
"111.142",,"541",
"111.145","187",,
"111.149",,"542",
"111.152","187",,
"111.155",,"543",
"111.158","187",,
"111.161",,"544",
"111.164","187",,
"111.167",,"544",
"111.17","187",,
"111.173",,"545",
"111.176","186",,
"111.179",,"546",
"111.182","186",,
"111.186",,"544",
"111.188","186",,
"111.193",,"541",
"111.195","186",,
"111.199",,"539",
"111.201","186",,
"111.205",,"536",
"111.207","186",,
"111.211",,"535",
"111.213","186",,
"111.217",,"536",
"111.22","186",,
"111.223",,"537",
"111.226","186",,
"111.229",,"538",
"111.233","186",,
"111.236",,"539",
"111.239","185",,
"111.242",,"539",
"111.245","185",,
"111.248",,"539",
"111.251","185",,
"111.254",,"540",
"111.257","185",,
"111.26",,"541",
"111.263","185",,
"111.266",,"542",
"111.269","185",,
"111.272",,"543",
"111.276","185",,
"111.279",,"544",
"111.282","185",,
"111.286",,"545",
"111.288","185",,
"111.292",,"544",
"111.294","185",,
"111.298",,"542",
"111.3","184",,
"111.304",,"537",
"111.306","184",,
"111.31",,"535",
"111.312","184",,
"111.316",,"533",
"111.319","184",,
"111.323",,"534",
"111.326","184",,
"111.329",,"536",
"111.332","184",,
"111.335",,"537",
"111.338","184",,
"111.341",,"538",
"111.344","184",,
"111.347",,"539",
"111.35","184",,
"111.353",,"540",
"111.356","184",,
"111.36",,"541",
"111.363","183",,
"111.366",,"541",
"111.369","183",,
"111.372",,"542",
"111.375","183",,
"111.378",,"543",
"111.381","183",,
"111.384",,"543",
"111.387","183",,
"111.391",,"543",
"111.393","183",,
"111.397",,"541",
"111.399","183",,
"111.404",,"539",
"111.406","183",,
"111.41",,"536",
"111.412","183",,
"111.416",,"534",
"111.418","183",,
"111.422",,"533",
"111.424","182",,
"111.428",,"534",
"111.431","182",,
"111.434",,"535",
"111.437","182",,
"111.44",,"536",
"111.443","182",,
"111.447",,"537",
"111.45","182",,
"111.453",,"538",
"111.456","182",,
"111.459",,"539",
"111.462","182",,
"111.465",,"540",
"111.468","182",,
"111.471",,"541",
"111.474","182",,
"111.477",,"542",
"111.48","182",,
"111.483",,"543",
"111.486","181",,
"111.49",,"543",
"111.493","181",,
"111.497",,"541",
"111.499","181",,
"111.503",,"539",
"111.505","181",,
"111.509",,"536",
"111.511","181",,
"111.515",,"534",
"111.517","181",,
"111.521",,"532",
"111.523","181",,
"111.527",,"532",
"111.529","181",,
"111.534",,"533",
"111.537","181",,
"111.54",,"534",
"111.543","181",,
"111.546",,"536",
"111.549","180",,
"111.552",,"536",
"111.555","180",,
"111.558",,"537",
"111.561","180",,
"111.564",,"538",
"111.567","180",,
"111.57",,"539",
"111.574","180",,
"111.577",,"540",
"111.58","180",,
"111.583",,"541",
"111.586","180",,
"111.589",,"541",
"111.592","180",,
"111.595",,"542",
"111.598","180",,
"111.602",,"540",
"111.604","180",,
"111.608",,"538",
"111.61","179",,
"111.614",,"535",
"111.617","179",,
"111.621",,"533",
"111.623","179",,
"111.627",,"530",
"111.629","179",,
"111.633",,"532",
"111.636","179",,
"111.639",,"532",
"111.642","179",,
"111.645",,"533",
"111.648","179",,
"111.651",,"535",
"111.654","179",,
"111.657",,"536",
"111.661","179",,
"111.664",,"537",
"111.667","179",,
"111.67",,"538",
"111.673","178",,
"111.676",,"538",
"111.679","178",,
"111.682",,"539",
"111.685","178",,
"111.688",,"540",
"111.691","178",,
"111.694",,"541",
"111.697","178",,
"111.702",,"541",
"111.704","178",,
"111.708",,"538",
"111.71","178",,
"111.714",,"535",
"111.716","178",,
"111.72",,"534",
"111.722","178",,
"111.726",,"531",
"111.728","178",,
"111.732",,"530",
"111.734","177",,
"111.738",,"531",
"111.741","177",,
"111.745",,"531",
"111.748","177",,
"111.751",,"533",
"111.754","177",,
"111.757",,"534",
"111.76","177",,
"111.763",,"535",
"111.766","177",,
"111.769",,"536",
"111.772","177",,
"111.775",,"537",
"111.778","177",,
"111.781",,"538",
"111.784","177",,
"111.788",,"539",
"111.791","177",,
"111.794",,"540",
"111.797","176",,
"111.8",,"540",
"111.803","176",,
"111.807",,"539",
"111.809","176",,
"111.813",,"536",
"111.815","176",,
"111.819",,"534",
"111.821","176",,
"111.825",,"532",
"111.827","176",,
"111.832",,"530",
"111.834","176",,
"111.838",,"529",
"111.84","176",,
"111.844",,"530",
"111.847","176",,
"111.85",,"531",
"111.853","176",,
"111.856",,"532",
"111.859","175",,
"111.862",,"532",
"111.865","175",,
"111.868",,"533",
"111.872","175",,
"111.875",,"535",
"111.878","175",,
"111.881",,"535",
"111.884","175",,
"111.887",,"536",
"111.89","175",,
"111.893",,"537",
"111.896","175",,
"111.899",,"538",
"111.902","175",,
"111.905",,"540",
"111.908","175",,
"111.912",,"539",
"111.915","175",,
"111.919",,"537",
"111.921","174",,
"111.925",,"533",
"111.927","174",,
"111.931",,"530",
"111.933","174",,
"111.937",,"528",
"111.939","174",,
"111.943",,"528",
"111.945","174",,
"111.949",,"529",
"111.952","174",,
"111.955",,"530",
"111.959","174",,
"111.962",,"531",
"111.965","174",,
"111.968",,"532",
"111.971","174",,
"111.974",,"533",
"111.977","174",,
"111.98",,"534",
"111.983","173",,
"111.986",,"536",
"111.989","173",,
"111.992",,"536",
"111.995","173",,
"111.998",,"537",
"112.002","173",,
"112.005",,"538",
"112.008","173",,
"112.011",,"539",
"112.014","173",,
"112.018",,"536",
"112.02","173",,
"112.024",,"533",
"112.026","173",,
"112.03",,"531",
"112.032","173",,
"112.036",,"529",
"112.038","173",,
"112.043",,"527",
"112.045","172",,
"112.049",,"527",
"112.051","172",,
"112.055",,"528",
"112.058","172",,
"112.061",,"529",
"112.064","172",,
"112.067",,"530",
"112.07","172",,
"112.073",,"531",
"112.076","172",,
"112.079",,"532",
"112.082","172",,
"112.086",,"534",
"112.089","172",,
"112.092",,"535",
"112.095","172",,
"112.098",,"536",
"112.101","172",,
"112.104",,"537",
"112.107","171",,
"112.11",,"538",
"112.113","171",,
"112.116",,"536",
"112.119","171",,
"112.123",,"534",
"112.125","171",,
"112.13",,"532",
"112.132","171",,
"112.136",,"529",
"112.138","171",,
"112.142",,"527",
"112.144","171",,
"112.148",,"525",
"112.15","171",,
"112.154",,"527",
"112.157","171",,
"112.16",,"528",
"112.163","171",,
"112.166",,"529",
"112.169","170",,
"112.173",,"530",
"112.176","170",,
"112.179",,"531",
"112.182","170",,
"112.185",,"532",
"112.188","170",,
"112.191",,"533",
"112.194","170",,
"112.197",,"534",
"112.2","170",,
"112.203",,"535",
"112.206","170",,
"112.209",,"536",
"112.212","170",,
"112.216",,"537",
"112.219","170",,
"112.223",,"535",
"112.225","170",,
"112.229",,"533",
"112.231","169",,
"112.235",,"530",
"112.237","169",,
"112.241",,"528",
"112.243","169",,
"112.247",,"526",
"112.249","169",,
"112.253",,"525",
"112.256","169",,
"112.26",,"525",
"112.263","169",,
"112.266",,"527",
"112.269","169",,
"112.272",,"528",
"112.275","169",,
"112.278",,"529",
"112.281","169",,
"112.284",,"530",
"112.287","169",,
"112.29",,"532",
"112.293","168",,
"112.296",,"532",
"112.3","168",,
"112.303",,"533",
"112.306","168",,
"112.309",,"534",
"112.312","168",,
"112.315",,"535",
"112.318","168",,
"112.321",,"535",
"112.324","168",,
"112.328",,"533",
"112.33","168",,
"112.334",,"531",
"112.336","168",,
"112.34",,"528",
"112.343","168",,
"112.347",,"527",
"112.349","168",,
"112.353",,"524",
"112.355","167",,
"112.359",,"524",
"112.361","167",,
"112.365",,"525",
"112.368","167",,
"112.371",,"526",
"112.374","167",,
"112.377",,"527",
"112.38","167",,
"112.384",,"528",
"112.387","167",,
"112.39",,"530",
"112.393","167",,
"112.396",,"531",
"112.399","167",,
"112.402",,"532",
"112.405","167",,
"112.408",,"533",
"112.411","167",,
"112.414",,"534",
"112.417","166",,
"112.42",,"535",
"112.423","166",,
"112.427",,"534",
"112.43","166",,
"112.434",,"531",
"112.436","166",,
"112.44",,"529",
"112.442","166",,
"112.446",,"527",
"112.448","166",,
"112.452",,"525",
"112.454","166",,
"112.458",,"522",
"112.46","166",,
"112.464",,"523",
"112.466","166",,
"112.471",,"525",
"112.474","166",,
"112.477",,"526",
"112.48","165",,
"112.483",,"526",
"112.486","165",,
"112.489",,"527",
"112.492","165",,
"112.495",,"528",
"112.498","165",,
"112.501",,"529",
"112.504","165",,
"112.507",,"530",
"112.51","165",,
"112.514",,"531",
"112.517","165",,
"112.52",,"533",
"112.523","165",,
"112.526",,"534",
"112.529","165",,
"112.532",,"534",
"112.535","165",,
"112.539",,"531",
"112.541","164",,
"112.545",,"528",
"112.547","164",,
"112.551",,"525",
"112.553","164",,
"112.558",,"523",
"112.56","164",,
"112.564",,"521",
"112.566","164",,
"112.57",,"522",
"112.572","164",,
"112.576",,"523",
"112.579","164",,
"112.582",,"525",
"112.585","164",,
"112.588",,"526",
"112.591","164",,
"112.594",,"527",
"112.598","164",,
"112.601",,"528",
"112.604","163",,
"112.607",,"529",
"112.61","163",,
"112.613",,"530",
"112.616","163",,
"112.619",,"531",
"112.622","163",,
"112.625",,"533",
"112.628","163",,
"112.631",,"533",
"112.634","163",,
"112.637",,"531",
"112.641","163",,
"112.645",,"528",
"112.647","163",,
"112.651",,"526",
"112.653","163",,
"112.657",,"524",
"112.659","163",,
"112.663",,"522",
"112.665","162",,
"112.669",,"520",
"112.671","162",,
"112.675",,"522",
"112.678","162",,
"112.681",,"523",
"112.685","162",,
"112.688",,"524",
"112.691","162",,
"112.694",,"525",
"112.697","162",,
"112.7",,"526",
"112.703","162",,
"112.706",,"528",
"112.709","162",,
"112.712",,"529",
"112.715","162",,
"112.718",,"530",
"112.721","162",,
"112.724",,"531",
"112.728","161",,
"112.731",,"532",
"112.734","161",,
"112.737",,"531",
"112.74","161",,
"112.744",,"529",
"112.746","161",,
"112.75",,"527",
"112.752","161",,
"112.756",,"525",
"112.758","161",,
"112.762",,"523",
"112.764","161",,
"112.769",,"520",
"112.771","161",,
"112.775",,"520",
"112.777","161",,
"112.781",,"521",
"112.784","161",,
"112.787",,"522",
"112.79","160",,
"112.793",,"523",
"112.796","160",,
"112.799",,"524",
"112.802","160",,
"112.805",,"526",
"112.808","160",,
"112.812",,"527",
"112.815","160",,
"112.818",,"528",
"112.821","160",,
"112.824",,"529",
"112.827","160",,
"112.83",,"530",
"112.833","160",,
"112.836",,"532",
"112.839","160",,
"112.842",,"530",
"112.845","160",,
"112.849",,"528",
"112.851","159",,
"112.856",,"525",
"112.858","159",,
"112.862",,"523",
"112.864","159",,
"112.868",,"521",
"112.87","159",,
"112.874",,"519",
"112.876","159",,
"112.88",,"519",
"112.882","159",,
"112.886",,"520",
"112.889","159",,
"112.892",,"521",
"112.896","159",,
"112.899",,"523",
"112.902","159",,
"112.905",,"524",
"112.908","159",,
"112.911",,"525",
"112.914","158",,
"112.917",,"526",
"112.92","158",,
"112.923",,"527",
"112.926","158",,
"112.929",,"529",
"112.932","158",,
"112.935",,"530",
"112.939","158",,
"112.942",,"530",
"112.945","158",,
"112.948",,"528",
"112.951","158",,
"112.955",,"526",
"112.957","158",,
"112.961",,"524",
"112.963","158",,
"112.967",,"522",
"112.969","158",,
"112.973",,"520",
"112.975","157",,
"112.979",,"518",
"112.982","157",,
"112.986",,"518",
"112.988","157",,
"112.992",,"520",
"112.995","157",,
"112.998",,"521",
"113.001","157",,
"113.004",,"522",
"113.007","157",,
"113.01",,"523",
"113.013","157",,
"113.016",,"525",
"113.019","157",,
"113.022",,"526",
"113.026","157",,
"113.029",,"527",
"113.032","157",,
"113.035",,"528",
"113.038","156",,
"113.041",,"529",
"113.044","156",,
"113.047",,"529",
"113.05","156",,
"113.053",,"526",
"113.056","156",,
"113.06",,"524",
"113.062","156",,
"113.067",,"522",
"113.069","156",,
"113.073",,"520",
"113.075","156",,
"113.079",,"518",
"113.081","156",,
"113.085",,"517",
"113.087","156",,
"113.091",,"518",
"113.094","156",,
"113.097",,"519",
"113.1","155",,
"113.103",,"519",
"113.106","155",,
"113.11",,"521",
"113.113","155",,
"113.116",,"522",
"113.119","155",,
"113.122",,"523",
"113.125","155",,
"113.128",,"525",
"113.131","155",,
"113.134",,"526",
"113.137","155",,
"113.14",,"527",
"113.143","155",,
"113.146",,"528",
"113.149","155",,
"113.153",,"529",
"113.156","155",,
"113.16",,"527",
"113.162","154",,
"113.166",,"523",
"113.168","154",,
"113.172",,"521",
"113.174","154",,
"113.178",,"519",
"113.18","154",,
"113.184",,"517",
"113.186","154",,
"113.19",,"516",
"113.192","154",,
"113.197",,"517",
"113.2","154",,
"113.203",,"519",
"113.206","154",,
"113.209",,"520",
"113.212","154",,
"113.215",,"522",
"113.218","154",,
"113.221",,"523",
"113.224","153",,
"113.227",,"524",
"113.23","153",,
"113.233",,"525",
"113.236","153",,
"113.24",,"526",
"113.243","153",,
"113.246",,"528",
"113.249","153",,
"113.252",,"528",
"113.255","153",,
"113.258",,"526",
"113.261","153",,
"113.265",,"524",
"113.267","153",,
"113.271",,"522",
"113.273","153",,
"113.277",,"520",
"113.28","153",,
"113.284",,"518",
"113.286","152",,
"113.29",,"516",
"113.292","152",,
"113.296",,"515",
"113.298","152",,
"113.302",,"517",
"113.305","152",,
"113.308",,"519",
"113.311","152",,
"113.314",,"520",
"113.317","152",,
"113.32",,"521",
"113.324","152",,
"113.327",,"522",
"113.33","152",,
"113.333",,"524",
"113.336","152",,
"113.339",,"525",
"113.342","152",,
"113.345",,"527",
"113.348","151",,
"113.351",,"528",
"113.354","151",,
"113.357",,"527",
"113.36","151",,
"113.363",,"525",
"113.367","151",,
"113.371",,"523",
"113.373","151",,
"113.377",,"521",
"113.379","151",,
"113.383",,"519",
"113.385","151",,
"113.389",,"517",
"113.391","151",,
"113.395",,"515",
"113.397","151",,
"113.401",,"516",
"113.403","151",,
"113.408",,"517",
"113.411","150",,
"113.414",,"518",
"113.417","150",,
"113.42",,"520",
"113.423","150",,
"113.426",,"521",
"113.429","150",,
"113.432",,"522",
"113.435","150",,
"113.438",,"524",
"113.441","150",,
"113.444",,"525",
"113.447","150",,
"113.451",,"526",
"113.454","150",,
"113.457",,"528",
"113.46","150",,
"113.463",,"527",
"113.466","150",,
"113.469",,"524",
"113.472","149",,
"113.476",,"522",
"113.478","149",,
"113.482",,"520",
"113.484","149",,
"113.488",,"518",
"113.49","149",,
"113.495",,"516",
"113.497","149",,
"113.501",,"515",
"113.503","149",,
"113.507",,"516",
"113.509","149",,
"113.513",,"517",
"113.516","149",,
"113.519",,"518",
"113.522","149",,
"113.525",,"520",
"113.528","149",,
"113.531",,"521",
"113.534","148",,
"113.538",,"523",
"113.541","148",,
"113.544",,"524",
"113.547","148",,
"113.55",,"525",
"113.553","148",,
"113.556",,"526",
"113.559","148",,
"113.562",,"527",
"113.565","148",,
"113.568",,"525",
"113.571","148",,
"113.574",,"523",
"113.577","148",,
"113.582",,"521",
"113.584","148",,
"113.588",,"519",
"113.59","148",,
"113.594",,"517",
"113.596","147",,
"113.6",,"515",
"113.602","147",,
"113.606",,"514",
"113.608","147",,
"113.612",,"516",
"113.615","147",,
"113.618",,"517",
"113.622","147",,
"113.625",,"518",
"113.628","147",,
"113.631",,"520",
"113.634","147",,
"113.637",,"521",
"113.64","147",,
"113.643",,"523",
"113.646","147",,
"113.649",,"524",
"113.652","147",,
"113.655",,"525",
"113.658","146",,
"113.661",,"526",
"113.665","146",,
"113.668",,"526",
"113.671","146",,
"113.674",,"524",
"113.677","146",,
"113.681",,"522",
"113.683","146",,
"113.687",,"520",
"113.689","146",,
"113.693",,"518",
"113.695","146",,
"113.699",,"516",
"113.701","146",,
"113.705",,"514",
"113.708","146",,
"113.712",,"514",
"113.714","146",,
"113.718",,"516",
"113.721","145",,
"113.724",,"516",
"113.727","145",,
"113.73",,"518",
"113.733","145",,
"113.736",,"519",
"113.739","145",,
"113.742",,"521",
"113.745","145",,
"113.748",,"522",
"113.752","145",,
"113.755",,"523",
"113.758","145",,
"113.761",,"524",
"113.764","145",,
"113.767",,"526",
"113.77","145",,
"113.773",,"526",
"113.776","145",,
"113.779",,"524",
"113.782","144",,
"113.786",,"521",
"113.788","144",,
"113.793",,"519",
"113.795","144",,
"113.799",,"517",
"113.801","144",,
"113.805",,"515",
"113.807","144",,
"113.811",,"514",
"113.813","144",,
"113.817",,"514",
"113.819","144",,
"113.823",,"516",
"113.826","144",,
"113.829",,"517",
"113.832","144",,
"113.836",,"519",
"113.839","144",,
"113.842",,"520",
"113.845","143",,
"113.848",,"521",
"113.851","143",,
"113.854",,"523",
"113.857","143",,
"113.86",,"524",
"113.863","143",,
"113.866",,"525",
"113.869","143",,
"113.872",,"526",
"113.875","143",,
"113.879",,"525",
"113.882","143",,
"113.885",,"522",
"113.888","143",,
"113.892",,"520",
"113.894","143",,
"113.898",,"518",
"113.9","143",,
"113.904",,"516",
"113.906","142",,
"113.91",,"514",
"113.912","142",,
"113.916",,"513",
"113.918","142",,
"113.923",,"514",
"113.925","142",,
"113.929",,"516",
"113.932","142",,
"113.935",,"517",
"113.938","142",,
"113.941",,"518",
"113.944","142",,
"113.947",,"520",
"113.95","142",,
"113.953",,"522",
"113.956","142",,
"113.959",,"523",
"113.963","142",,
"113.966",,"524",
"113.969","141",,
"113.972",,"525",
"113.975","141",,
"113.978",,"525",
"113.981","141",,
"113.984",,"523",
"113.987","141",,
"113.99",,"521",
"113.993","141",,
"113.997",,"519",
"113.999","141",,
"114.003",,"517",
"114.006","141",,
"114.01",,"515",
"114.012","141",,
"114.016",,"514",
"114.018","141",,
"114.022",,"513",
"114.024","141",,
"114.028",,"514",
"114.03","140",,
"114.034",,"516",
"114.037","140",,
"114.04",,"517",
"114.043","140",,
"114.046",,"519",
"114.05","140",,
"114.053",,"520",
"114.056","140",,
"114.059",,"521",
"114.062","140",,
"114.065",,"523",
"114.068","140",,
"114.071",,"524",
"114.074","140",,
"114.077",,"525",
"114.08","140",,
"114.083",,"524",
"114.086","140",,
"114.089",,"523",
"114.093","139",,
"114.096",,"520",
"114.099","139",,
"114.103",,"518",
"114.105","139",,
"114.109",,"516",
"114.111","139",,
"114.115",,"514",
"114.117","139",,
"114.121",,"513",
"114.123","139",,
"114.127",,"513",
"114.129","139",,
"114.134",,"515",
"114.137","139",,
"114.14",,"516",
"114.143","139",,
"114.146",,"518",
"114.149","139",,
"114.152",,"519",
"114.155","138",,
"114.158",,"520",
"114.161","138",,
"114.164",,"522",
"114.167","138",,
"114.17",,"523",
"114.173","138",,
"114.177",,"524",
"114.18","138",,
"114.183",,"525",
"114.186","138",,
"114.189",,"523",
"114.192","138",,
"114.195",,"521",
"114.198","138",,
"114.202",,"519",
"114.204","138",,
"114.208",,"517",
"114.21","138",,
"114.214",,"515",
"114.216","137",,
"114.221",,"514",
"114.223","137",,
"114.227",,"513",
"114.229","137",,
"114.233",,"513",
"114.235","137",,
"114.239",,"515",
"114.242","137",,
"114.245",,"516",
"114.248","137",,
"114.251",,"518",
"114.254","137",,
"114.257",,"519",
"114.26","137",,
"114.264",,"521",
"114.267","137",,
"114.27",,"522",
"114.273","137",,
"114.276",,"523",
"114.279","136",,
"114.282",,"524",
"114.285","136",,
"114.288",,"524",
"114.291","136",,
"114.294",,"523",
"114.297","136",,
"114.3",,"520",
"114.304","136",,
"114.308",,"518",
"114.31","136",,
"114.314",,"516",
"114.316","136",,
"114.32",,"515",
"114.322","136",,
"114.326",,"513",
"114.328","136",,
"114.332",,"513",
"114.334","136",,
"114.338",,"514",
"114.34","135",,
"114.344",,"515",
"114.348","135",,
"114.351",,"515",
"114.354","135",,
"114.357",,"517",
"114.36","135",,
"114.363",,"519",
"114.366","135",,
"114.369",,"520",
"114.372","135",,
"114.375",,"521",
"114.378","135",,
"114.381",,"523",
"114.384","135",,
"114.387",,"524",
"114.391","135",,
"114.394",,"525",
"114.397","135",,
"114.4",,"523",
"114.403","134",,
"114.406",,"519",
"114.409","134",,
"114.413",,"518",
"114.415","134",,
"114.419",,"516",
"114.421","134",,
"114.425",,"514",
"114.427","134",,
"114.432",,"513",
"114.434","134",,
"114.438",,"513",
"114.44","134",,
"114.444",,"514",
"114.446","134",,
"114.45",,"515",
"114.453","134",,
"114.456",,"516",
"114.459","134",,
"114.462",,"518",
"114.465","133",,
"114.468",,"519",
"114.471","133",,
"114.475",,"521",
"114.478","133",,
"114.481",,"522",
"114.484","133",,
"114.487",,"523",
"114.49","133",,
"114.493",,"524",
"114.496","133",,
"114.499",,"523",
"114.502","133",,
"114.505",,"521",
"114.508","133",,
"114.511",,"519",
"114.514","133",,
"114.519",,"517",
"114.521","133",,
"114.525",,"515",
"114.527","132",,
"114.531",,"514",
"114.533","132",,
"114.537",,"513",
"114.539","132",,
"114.543",,"512",
"114.545","132",,
"114.549",,"514",
"114.552","132",,
"114.555",,"515",
"114.558","132",,
"114.562",,"517",
"114.565","132",,
"114.568",,"518",
"114.571","132",,
"114.574",,"520",
"114.577","132",,
"114.58",,"521",
"114.583","132",,
"114.586",,"522",
"114.589","131",,
"114.592",,"524",
"114.595","131",,
"114.598",,"524",
"114.601","131",,
"114.605",,"522",
"114.608","131",,
"114.611",,"520",
"114.614","131",,
"114.618",,"518",
"114.62","131",,
"114.624",,"516",
"114.626","131",,
"114.63",,"514",
"114.632","131",,
"114.636",,"513",
"114.638","131",,
"114.642",,"513",
"114.644","131",,
"114.649",,"513",
"114.651","130",,
"114.655",,"514",
"114.658","130",,
"114.661",,"515",
"114.664","130",,
"114.667",,"517",
"114.67","130",,
"114.673",,"518",
"114.676","130",,
"114.679",,"520",
"114.682","130",,
"114.685",,"521",
"114.689","130",,
"114.692",,"522",
"114.695","130",,
"114.698",,"524",
"114.701","130",,
"114.704",,"523",
"114.707","130",,
"114.71",,"521",
"114.713","129",,
