timestamp(ms),solenoid_value,raw_hall_analog,filtered_hall_analog,Distance,
"421.278","126","3","512","4.5",
"421.287","126","8","512","4.5",
"421.298","126","14","512","4.5",
"421.307","126","3","512","4.5",
"421.316","126","7","512","4.5",
"421.326","126","14","512","4.5",
"421.336","126","4","512","4.5",
"421.345","126","7","512","4.5",
"421.355","126","14","512","4.5",
"421.364","125","3","511","5",
"421.373","125","6","511","5",
"421.384","125","13","511","5",
"421.393","125","4","511","5",
"421.402","125","6","511","5",
"421.412","125","13","510","5",
"421.422","125","5","510","5",
"421.431","125","5","509","5",
"421.441","125","12","509","5",
"421.45","125","5","509","5",
"421.459","124","4","510","5",
"421.47","124","11","510","2.93",
"421.479","124","6","510","5",
"421.488","124","3","510","5",
"421.498","124","11","511","5",
"421.508","124","6","511","5",
"421.517","124","3","511","5",
"421.527","124","10","511","5",
"421.536","124","7","511","5",
"421.545","124","2","511","5",
"421.555","123","9","512","4.5",
"421.565","123","11","512","4.5",
"421.574","123","3","512","4.5",
"421.583","123","9","512","4.5",
"421.594","123","12","512","4.5",
"421.603","123","3","512","4.5",
"421.612","123","9","512","4.5",
"421.622","123","13","512","4.5",
"421.632","123","3","512","4.5",
"421.641","123","8","512","4.5",
"421.651","122","14","512","4.5",
"421.66","122","3","512","4.5",
"421.669","122","7","512","4.5",
"421.679","122","14","512","4.5",
"421.689","122","3","512","4.5",
"421.698","122","6","512","4.5",
"421.707","122","13","512","4.5",
"421.718","122","3","512","4.5",
"421.727","122","6","512","4.5",
"421.737","122","13","511","5",
"421.746","121","4","511","5",
"421.755","121","5","511","5",
"421.766","121","12","510","5",
"421.775","121","4","510","5",
"421.784","121","4","510","5",
"421.794","121","12","510","2.93",
"421.804","121","5","510","5",
"421.813","121","4","510","5",
"421.823","121","11","510","2.93",
"421.832","121","6","510","5",
"421.841","120","3","510","5",
"421.852","120","10","511","5",
"421.861","120","6","511","5",
"421.87","120","2","511","5",
"421.88","120","9","511","5",
"421.89","120","10","511","5",
"421.899","120","2","512","4.5",
"421.908","120","9","512","4.5",
"421.918","120","11","512","4.5",
"421.927","120","2","512","4.5",
"421.937","119","8","512","4.5",
"421.947","119","12","512","4.5",
"421.956","119","2","512","4.5",
"421.965","119","8","512","4.5",
"421.976","119","12","512","4.5",
"421.985","119","3","512","4.5",
"421.994","119","7","511","5",
"422.004","119","13","511","5",
"422.013","119","3","511","5",
"422.023","119","6","511","5",
"422.032","118","13","512","4.5",
"422.042","118","3","512","4.5",
"422.051","118","6","512","4.5",
"422.062","118","13","511","5",
"422.071","118","3","511","5",
"422.08","118","5","511","5",
"422.09","118","12","511","5",
"422.099","118","4","511","5",
"422.109","118","4","511","5",
"422.119","118","11","511","5",
"422.128","117","4","511","5",
"422.137","117","4","511","5",
"422.148","117","11","511","5",
"422.157","117","5","511","5",
"422.166","117","3","511","5",
"422.176","117","10","511","5",
"422.185","117","5","511","5",
"422.195","117","2","511","5",
"422.204","117","9","512","4.5",
"422.214","117","9","512","4.5",
"422.223","116","3","512","4.5",
"422.233","116","7","512","4.5",
"422.243","116","13","512","4.5",
"422.252","116","3","512","4.5",
"422.261","116","6","512","4.5",
"422.27","116","13","512","4.5",
"422.281","116","3","512","4.5",
"422.29","116","5","512","4.5",
"422.299","116","13","512","4.5",
"422.309","116","3","512","4.5",
"422.319","115","5","512","4.5",
"422.328","115","12","512","4.5",
"422.338","115","3","512","4.5",
"422.347","115","4","512","4.5",
"422.356","115","12","512","4.5",
"422.367","115","4","512","4.5",
"422.376","115","4","512","4.5",
"422.385","115","11","512","4.5",
"422.395","115","4","512","4.5",
"422.405","115","3","512","4.5",
"422.415","114","10","511","5",
"422.424","114","5","511","5",
"422.433","114","2","511","5",
"422.444","114","10","511","5",
"422.453","114","5","511","5",
"422.462","114","2","511","5",
"422.471","114","9","512","4.5",
"422.481","114","9","512","4.5",
"422.491","114","3","512","4.5",
"422.5","114","6","512","4.5",
"422.509","113","13","512","4.5",
"422.519","113","3","512","4.5",
"422.529","113","5","512","4.5",
"422.538","113","13","512","4.5",
"422.548","113","3","512","4.5",
"422.557","113","5","512","4.5",
"422.566","113","12","512","4.5",
"422.577","113","3","512","4.5",
"422.586","113","4","512","4.5",
"422.595","113","11","512","4.5",
"422.605","112","3","512","4.5",
"422.615","112","3","512","4.5",
"422.624","112","11","512","4.5",
"422.634","112","4","512","4.5",
"422.643","112","3","512","4.5",
"422.653","112","10","511","5",
"422.663","112","4","511","5",
"422.672","112","2","511","5",
"422.682","112","9","511","5",
"422.691","112","7","511","5",
"422.701","111","2","512","4.5",
"422.71","111","7","512","4.5",
"422.72","111","11","512","4.5",
"422.729","111","2","512","4.5",
"422.738","111","6","513","4",
"422.749","111","12","513","4",
"422.758","111","2","513","4",
"422.767","111","5","513","4",
"422.777","111","13","513","4",
"422.787","111","3","513","4",
"422.796","110","5","513","4",
"422.806","110","12","513","4",
"422.815","110","3","513","4",
"422.824","110","4","513","4",
"422.835","110","12","513","4",
"422.844","110","3","513","4",
"422.853","110","3","513","4",
"422.862","110","11","513","4",
"422.873","110","4","513","4",
"422.882","110","3","513","4",
"422.891","109","10","512","4.5",
"422.901","109","4","512","4.5",
"422.91","109","2","512","4.5",
"422.92","109","9","512","4.5",
"422.93","109","7","512","4.5",
"422.939","109","2","512","4.5",
"422.948","109","7","512","4.5",
"422.959","109","11","512","4.5",
"422.968","109","2","512","4.5",
"422.977","109","6","512","4.5",
"422.986","108","11","512","4.5",
"422.996","108","2","512","4.5",
"423.006","108","6","512","4.5",
"423.015","108","12","512","4.5",
"423.025","108","2","512","4.5",
"423.034","108","5","512","4.5",
"423.044","108","12","512","4.5",
"423.054","108","3","512","4.5",
"423.063","108","4","512","4.5",
"423.072","108","12","512","4.5",
"423.083","107","3","512","4.5",
"423.092","107","3","512","4.5",
"423.101","107","11","512","4.5",
"423.111","107","3","512","4.5",
"423.12","107","2","512","4.5",
"423.13","107","10","512","4.5",
"423.14","107","3","511","5",
"423.149","107","2","511","5",
"423.159","107","9","511","5",
"423.169","107","6","511","5",
"423.178","106","2","511","5",
"423.188","106","7","511","5",
"423.197","106","9","511","5",
"423.206","106","2","511","5",
"423.216","106","4","512","4.5",
"423.225","106","11","512","4.5",
"423.235","106","3","512","4.5",
"423.244","106","3","512","4.5",
"423.254","106","11","512","4.5",
"423.264","106","3","512","4.5",
"423.273","105","3","512","4.5",
"423.282","105","10","512","4.5",
"423.292","105","3","512","4.5",
"423.302","105","2","512","4.5",
"423.311","105","10","512","4.5",
"423.321","105","4","512","4.5",
"423.33","105","2","512","4.5",
"423.34","105","9","512","4.5",
"423.35","105","7","512","4.5",
"423.359","105","2","512","4.5",
"423.368","104","6","512","4.5",
"423.378","104","10","512","4.5",
"423.388","104","2","512","4.5",
"423.397","104","6","512","4.5",
"423.406","104","11","512","4.5",
"423.416","104","2","512","4.5",
"423.426","104","5","512","4.5",
"423.435","104","12","512","4.5",
"423.445","104","2","512","4.5",
"423.454","104","4","512","4.5",
"423.464","103","11","513","4",
"423.474","103","2","513","4",
"423.483","103","4","513","4",
"423.492","103","11","513","4",
"423.502","103","3","513","4",
"423.512","103","2","513","4",
"423.521","103","10","513","4",
"423.531","103","3","513","4",
"423.54","103","2","513","4",
"423.549","103","10","512","4.5",
"423.56","102","3","512","4.5",
"423.569","102","1","512","4.5",
"423.578","102","9","512","4.5",
"423.588","102","6","512","4.5",
"423.598","102","2","512","4.5",
"423.607","102","6","513","4",
"423.617","102","9","513","4",
"423.626","102","2","513","4",
"423.635","102","3","513","4",
"423.646","102","11","513","4",
"423.655","101","3","513","4",
"423.664","101","2","513","4",
"423.673","101","10","513","4",
"423.684","101","3","513","4",
"423.693","101","2","513","4",
"423.702","101","9","513","4",
"423.712","101","5","513","4",
"423.721","101","2","513","4",
"423.731","101","7","513","4",
"423.741","101","8","513","4",
"423.75","100","2","513","4",
"423.759","100","4","513","4",
"423.769","100","11","513","4",
"423.779","100","2","513","4",
"423.788","100","3","513","4",
"423.797","100","11","513","4",
"423.808","100","3","513","4",
"423.817","100","2","513","4",
"423.826","100","10","513","4",
"423.836","100","3","513","4",
"423.845","99","2","513","4",
"423.855","99","5","513","4",
"423.865","99","11","513","4",
"423.874","99","4","513","4",
"423.883","99","2","513","4",
"423.892","99","4","513","4",
"423.902","99","9","513","4",
"423.912","99","7","512","4.5",
"423.921","99","3","512","4.5",
"423.93","99","1","512","4.5",
"423.94","98","6","512","4.5",
"423.95","98","11","512","4.5",
"423.959","98","3","513","4",
"423.968","98","2","513","4",
"423.977","98","4","513","4",
"423.988","98","9","513","4",
"423.997","98","7","513","4",
"424.006","98","2","513","4",
"424.015","98","2","513","4",
"424.025","98","5","513","4",
"424.035","97","11","513","4",
"424.044","97","3","513","4",
"424.053","97","2","513","4",
"424.062","97","4","513","4",
"424.072","97","9","513","4",
"424.082","97","7","513","4",
"424.091","97","2","513","4",
"424.1","97","1","513","4",
"424.11","97","6","513","4",
"424.12","97","11","513","4",
"424.129","96","3","513","4",
"424.138","96","2","513","4",
"424.147","96","4","513","4",
"424.158","96","10","513","4",
"424.167","96","4","513","4",
"424.176","96","2","513","4",
"424.185","96","3","513","4",
"424.195","96","8","513","4",
"424.205","96","8","513","4",
"424.214","96","3","513","4",
"424.223","95","2","513","4",
"424.232","95","5","513","4",
"424.242","95","10","513","4",
"424.252","95","4","513","4",
"424.261","95","2","513","4",
"424.27","95","3","513","4",
"424.28","95","8","513","4",
"424.29","95","7","512","4.5",
"424.299","95","3","512","4.5",
"424.308","95","1","512","4.5",
"424.317","94","5","513","4",
"424.328","94","10","513","4",
"424.337","94","3","513","4",
"424.346","94","2","513","4",
"424.355","94","3","513","4",
"424.365","94","9","513","4",
"424.375","94","7","513","4",
"424.384","94","2","513","4",
"424.393","94","1","513","4",
"424.402","94","5","513","4",
"424.413","93","10","513","4",
"424.422","93","3","513","4",
"424.431","93","2","513","4",
"424.44","93","3","513","4",
"424.45","93","9","513","4",
"424.46","93","6","513","4",
"424.469","93","2","513","4",
"424.478","93","1","513","4",
"424.487","93","5","513","4",
"424.498","93","10","513","4",
"424.507","92","3","513","4",
"424.516","92","1","513","4",
"424.525","92","4","513","4",
"424.535","92","9","513","4",
"424.545","92","6","513","4",
"424.554","92","3","513","4",
"424.563","92","2","513","4",
"424.572","92","5","513","4",
"424.583","92","10","513","4",
"424.592","92","3","514","3.5",
"424.601","91","1","514","3.5",
"424.61","91","4","514","3.5",
"424.62","91","9","514","3.5",
"424.63","91","6","514","3.5",
"424.639","91","2","514","3.5",
"424.648","91","2","514","3.5",
"424.657","91","5","514","3.5",
"424.668","91","10","514","3.5",
"424.677","91","2","514","3.5",
"424.686","91","1","514","3.5",
"424.695","90","4","514","3.5",
"424.705","90","9","514","3.5",
"424.715","90","5","514","3.5",
"424.724","90","2","514","3.5",
"424.733","90","1","514","3.5",
"424.742","90","6","513","4",
"424.753","90","10","513","4",
"424.762","90","2","513","4",
"424.771","90","1","513","4",
"424.78","90","4","513","4",
"424.79","89","9","513","4",
"424.8","89","5","513","4",
"424.809","89","2","513","4",
"424.818","89","2","513","4",
"424.827","89","6","513","4",
"424.838","89","9","513","4",
"424.847","89","3","513","4",
"424.856","89","2","513","4",
"424.865","89","2","513","4",
"424.875","89","8","513","4",
"424.885","88","7","513","4",
"424.894","88","2","513","4",
"424.903","88","1","513","4",
"424.912","88","4","513","4",
"424.922","88","9","513","4",
"424.932","88","5","513","4",
"424.941","88","2","513","4",
"424.95","88","1","513","4",
"424.96","88","5","513","4",
"424.97","88","10","513","4",
"424.979","87","2","513","4",
"424.988","87","1","513","4",
"424.997","87","4","513","4",
"425.007","87","10","513","4",
"425.017","87","3","513","4",
"425.026","87","2","513","4",
"425.035","87","2","513","4",
"425.044","87","8","513","4",
"425.055","87","6","513","4",
"425.064","87","2","513","4",
"425.073","86","1","513","4",
"425.082","86","4","513","4",
"425.092","86","9","513","4",
"425.102","86","4","513","4",
"425.111","86","2","513","4",
"425.12","86","1","513","4",
"425.129","86","6","513","4",
"425.14","86","8","513","4",
"425.149","86","3","513","4",
"425.158","86","2","513","4",
"425.167","85","2","513","4",
"425.177","85","8","513","4",
"425.187","85","6","513","4",
"425.196","85","2","513","4",
"425.205","85","1","513","4",
"425.214","85","4","513","4",
"425.224","85","9","513","4",
"425.234","85","4","513","4",
"425.243","85","2","513","4",
"425.252","85","1","513","4",
"425.262","84","6","513","4",
"425.272","84","8","513","4",
"425.281","84","2","513","4",
"425.29","84","1","513","4",
"425.299","84","2","513","4",
"425.309","84","8","513","4",
"425.319","84","6","513","4",
"425.328","84","2","513","4",
"425.337","84","1","513","4",
"425.347","84","3","513","4",
"425.356","83","9","513","4",
"425.366","83","4","513","4",
"425.375","83","1","513","4",
"425.384","83","1","513","4",
"425.394","83","6","513","4",
"425.404","83","8","513","4",
"425.413","83","3","513","4",
"425.422","83","1","513","4",
"425.432","83","2","513","4",
"425.441","83","7","513","4",
"425.451","82","6","513","4",
"425.46","82","2","513","4",
"425.469","82","1","513","4",
"425.479","82","4","513","4",
"425.488","82","9","513","4",
"425.498","82","4","513","4",
"425.507","82","2","513","4",
"425.517","82","1","513","4",
"425.526","82","6","513","4",
"425.536","82","9","513","4",
"425.545","81","2","514","3.5",
"425.554","81","1","514","3.5",
"425.564","81","2","514","3.5",
"425.573","81","7","514","3.5",
"425.583","81","5","514","3.5",
"425.592","81","2","514","3.5",
"425.602","81","1","514","3.5",
"425.611","81","4","514","3.5",
"425.62","81","9","514","3.5",
"425.63","81","4","514","3.5",
"425.639","80","2","514","3.5",
"425.649","80","1","514","3.5",
"425.658","80","5","514","3.5",
"425.668","80","8","514","3.5",
"425.677","80","3","514","3.5",
"425.687","80","1","514","3.5",
"425.696","80","2","514","3.5",
"425.705","80","7","514","3.5",
"425.715","80","6","514","3.5",
"425.724","80","2","514","3.5",
"425.734","79","1","514","3.5",
"425.743","79","3","514","3.5",
"425.752","79","9","514","3.5",
"425.762","79","4","514","3.5",
"425.772","79","1","514","3.5",
"425.781","79","1","514","3.5",
"425.79","79","5","514","3.5",
"425.8","79","8","514","3.5",
"425.809","79","2","514","3.5",
"425.819","79","1","514","3.5",
"425.828","78","1","514","3.5",
"425.837","78","7","514","3.5",
"425.847","78","5","514","3.5",
"425.857","78","2","514","3.5",
"425.866","78","1","514","3.5",
"425.875","78","3","514","3.5",
"425.884","78","9","514","3.5",
"425.894","78","4","514","3.5",
"425.904","78","1","514","3.5",
"425.913","78","1","514","3.5",
"425.922","77","5","514","3.5",
"425.932","77","7","514","3.5",
"425.942","77","2","514","3.5",
"425.951","77","1","514","3.5",
"425.96","77","1","514","3.5",
"425.969","77","7","514","3.5",
"425.979","77","5","514","3.5",
"425.989","77","2","514","3.5",
"425.998","77","1","514","3.5",
"426.007","77","3","514","3.5",
"426.016","76","8","514","3.5",
"426.027","76","3","514","3.5",
"426.036","76","1","514","3.5",
"426.045","76","1","514","3.5",
"426.054","76","5","514","3.5",
"426.064","76","7","514","3.5",
"426.074","76","2","514","3.5",
"426.083","76","1","514","3.5",
"426.092","76","1","514","3.5",
"426.101","76","7","514","3.5",
"426.112","75","5","514","3.5",
"426.121","75","2","514","3.5",
"426.13","75","1","514","3.5",
"426.139","75","3","514","3.5",
"426.148","75","8","514","3.5",
"426.159","75","3","514","3.5",
"426.168","75","1","514","3.5",
"426.177","75","1","513","4",
"426.186","75","5","513","4",
"426.196","75","7","513","4",
"426.206","74","2","513","4",
"426.215","74","1","513","4",
"426.224","74","1","513","4",
"426.233","74","6","513","4",
"426.244","74","5","513","4",
"426.253","74","2","513","4",
"426.262","74","1","513","4",
"426.271","74","2","513","4",
"426.28","74","8","513","4",
"426.291","74","3","513","4",
"426.3","73","2","513","4",
"426.309","73","1","513","4",
"426.318","73","5","513","4",
"426.329","73","7","513","4",
"426.338","73","2","513","4",
"426.347","73","1","513","4",
"426.356","73","1","513","4",
"426.365","73","7","513","4",
"426.376","73","5","513","4",
"426.385","73","2","513","4",
"426.394","72","1","513","4",
"426.403","72","2","513","4",
"426.413","72","8","513","4",
"426.423","72","3","513","4",
"426.432","72","1","513","4",
"426.441","72","1","513","4",
"426.45","72","4","513","4",
"426.461","72","7","513","4",
"426.47","72","2","513","4",
"426.479","72","1","513","4",
"426.488","71","1","513","4",
"426.498","71","6","513","4",
"426.508","71","5","513","4",
"426.517","71","2","513","4",
"426.526","71","1","513","4",
"426.535","71","2","513","4",
"426.545","71","8","513","4",
"426.555","71","3","513","4",
"426.564","71","1","513","4",
"426.573","71","1","513","4",
"426.583","70","4","513","4",
"426.593","70","7","513","4",
"426.602","70","2","513","4",
"426.611","70","1","513","4",
"426.62","70","1","513","4",
"426.63","70","6","513","4",
"426.64","70","5","513","4",
"426.649","70","2","513","4",
"426.658","70","1","513","4",
"426.668","70","2","513","4",
"426.677","69","8","513","4",
"426.687","69","3","513","4",
"426.696","69","1","513","4",
"426.705","69","1","513","4",
"426.715","69","4","513","4",
"426.724","69","7","513","4",
"426.734","69","2","513","4",
"426.743","69","1","513","4",
"426.753","69","1","513","4",
"426.762","69","6","513","4",
"426.772","68","4","513","4",
"426.781","68","1","513","4",
"426.79","68","1","513","4",
"426.8","68","2","513","4",
"426.809","68","8","513","4",
"426.819","68","3","513","4",
"426.828","68","1","513","4",
"426.838","68","1","513","4",
"426.847","68","3","513","4",
"426.856","68","7","513","4",
"426.866","67","2","513","4",
"426.875","67","1","513","4",
"426.885","67","1","513","4",
"426.894","67","6","513","4",
"426.904","67","4","513","4",
"426.913","67","2","513","4",
"426.923","67","1","513","4",
"426.932","67","2","513","4",
"426.941","67","7","513","4",
"426.951","67","3","513","4",
"426.96","66","1","513","4",
"426.97","66","1","513","4",
"426.979","66","4","513","4",
"426.988","66","7","513","4",
"426.998","66","2","513","4",
"427.008","66","1","513","4",
"427.017","66","1","513","4",
"427.026","66","5","513","4",
"427.036","66","4","513","4",
"427.045","66","1","513","4",
"427.055","65","1","513","4",
"427.064","65","1","513","4",
"427.073","65","7","513","4",
"427.083","65","2","513","4",
"427.092","65","2","513","4",
"427.102","65","1","513","4",
"427.111","65","3","513","4",
"427.12","65","7","513","4",
"427.13","65","2","513","4",
"427.14","65","1","513","4",
"427.149","64","1","513","4",
"427.158","64","5","513","4",
"427.168","64","4","513","4",
"427.177","64","1","513","4",
"427.187","64","1","513","4",
"427.196","64","1","513","4",
"427.205","64","7","513","4",
"427.215","64","2","513","4",
"427.225","64","2","513","4",
"427.234","64","1","513","4",
"427.243","63","3","513","4",
"427.252","63","6","513","4",
"427.262","63","2","513","4",
"427.272","63","1","513","4",
"427.281","63","0","513","4",
"427.29","63","5","513","4",
"427.3","63","4","513","4",
"427.31","63","1","513","4",
"427.319","63","1","513","4",
"427.328","63","1","513","4",
"427.337","62","7","513","4",
"427.347","62","2","513","4",
"427.357","62","1","513","4",
"427.366","62","1","513","4",
"427.375","62","3","513","4",
"427.384","62","6","513","4",
"427.395","62","2","513","4",
"427.404","62","1","513","4",
"427.413","62","1","513","4",
"427.422","62","5","513","4",
"427.432","61","4","513","4",
"427.442","61","1","513","4",
"427.451","61","1","513","4",
"427.46","61","1","513","4",
"427.469","61","7","513","4",
"427.48","61","2","513","4",
"427.489","61","1","513","4",
"427.498","61","1","513","4",
"427.507","61","3","513","4",
"427.516","61","6","513","4",
"427.527","60","2","513","4",
"427.536","60","1","513","4",
"427.545","60","1","513","4",
"427.554","60","5","513","4",
"427.565","60","4","513","4",
"427.574","60","1","513","4",
"427.583","60","1","513","4",
"427.592","60","1","513","4",
"427.601","60","7","513","4",
"427.612","60","2","513","4",
"427.621","59","1","513","4",
"427.63","59","1","513","4",
"427.639","59","3","513","4",
"427.649","59","6","513","4",
"427.659","59","2","513","4",
"427.668","59","1","513","4",
"427.677","59","1","513","4",
"427.686","59","5","513","4",
"427.697","59","4","513","4",
"427.706","59","1","513","4",
"427.715","58","1","513","4",
"427.724","58","0","513","4",
"427.734","58","6","513","4",
"427.744","58","2","513","4",
"427.753","58","1","513","4",
"427.762","58","1","513","4",
"427.771","58","2","513","4",
"427.782","58","6","513","4",
"427.791","58","2","513","4",
"427.8","58","1","513","4",
"427.809","57","1","513","4",
"427.819","57","5","513","4",
"427.829","57","3","513","4",
"427.838","57","1","513","4",
"427.847","57","1","513","4",
"427.856","57","1","513","4",
"427.866","57","6","513","4",
"427.876","57","2","513","4",
"427.885","57","1","513","4",
"427.894","57","1","512","4.5",
"427.904","56","2","512","4.5",
"427.913","56","5","512","4.5",
"427.923","56","1","512","4.5",
"427.932","56","1","512","4.5",
"427.941","56","1","512","4.5",
"427.951","56","4","512","4.5",
"427.96","56","3","512","4.5",
"427.97","56","1","512","4.5",
"427.979","56","1","512","4.5",
"427.988","56","1","512","4.5",
"427.998","55","6","512","4.5",
"428.008","55","2","512","4.5",
"428.017","55","1","512","4.5",
"428.026","55","1","512","4.5",
"428.036","55","2","512","4.5",
"428.045","55","5","512","4.5",
"428.055","55","1","512","4.5",
"428.064","55","1","512","4.5",
"428.073","55","1","512","4.5",
"428.083","55","4","512","4.5",
"428.092","54","3","512","4.5",
"428.102","54","1","512","4.5",
"428.111","54","1","512","4.5",
"428.121","54","0","512","4.5",
"428.13","54","6","512","4.5",
"428.14","54","2","512","4.5",
"428.149","54","1","512","4.5",
"428.158","54","0","512","4.5",
"428.168","54","2","512","4.5",
"428.177","54","5","512","4.5",
"428.187","53","1","512","4.5",
"428.196","53","1","512","4.5",
"428.206","53","1","512","4.5",
"428.215","53","4","512","4.5",
"428.224","53","3","512","4.5",
"428.234","53","1","512","4.5",
"428.243","53","1","512","4.5",
"428.253","53","1","512","4.5",
"428.262","53","6","512","4.5",
"428.271","53","2","512","4.5",
"428.281","52","1","512","4.5",
"428.291","52","1","511","0",
"428.301","52","2","511","0",
"428.31","52","5","511","0",
"428.319","52","1","511","0",
"428.328","52","1","511","0",
"428.339","52","3","511","0",
"428.347","52","4","512","4.5",
"428.357","52","1","512","4.5",
"428.366","52","1","512","4.5",
"428.376","51","1","512","4.5",
"428.385","51","4","512","4.5",
"428.394","51","3","512","4.5",
"428.404","51","1","512","4.5",
"428.413","51","1","512","4.5",
"428.423","51","1","512","4.5",
"428.432","51","6","512","4.5",
"428.442","51","2","512","4.5",
"428.451","51","1","512","4.5",
"428.461","51","1","512","4.5",
"428.47","50","2","512","4.5",
"428.479","50","4","512","4.5",
"428.489","50","1","512","4.5",
"428.498","50","1","512","4.5",
"428.508","50","1","512","4.5",
"428.517","50","4","512","4.5",
"428.526","50","2","512","4.5",
"428.536","50","1","512","4.5",
"428.546","50","1","512","4.5",
"428.555","50","1","512","4.5",
"428.564","49","6","512","4.5",
"428.574","49","1","512","4.5",
"428.583","49","1","512","4.5",
"428.593","49","1","512","4.5",
"428.602","49","2","512","4.5",
"428.611","49","4","512","4.5",
"428.621","49","2","512","4.5",
"428.631","49","1","512","4.5",
"428.64","49","1","512","4.5",
"428.649","49","4","512","4.5",
"428.658","48","2","512","4.5",
"428.668","48","1","512","4.5",
"428.678","48","1","512","4.5",
"428.687","48","1","512","4.5",
"428.696","48","6","512","4.5",
"428.706","48","1","512","4.5",
"428.716","48","1","512","4.5",
"428.725","48","0","512","4.5",
"428.734","48","2","512","4.5",
"428.743","48","4","512","4.5",
"428.753","47","1","512","4.5",
"428.763","47","1","512","4.5",
"428.772","47","1","512","4.5",
"428.781","47","4","512","4.5",
"428.79","47","2","512","4.5",
"428.801","47","1","512","4.5",
"428.81","47","1","512","4.5",
"428.819","47","1","512","4.5",
"428.828","47","6","512","4.5",
"428.838","47","1","512","4.5",
"428.848","46","1","512","4.5",
"428.857","46","1","512","4.5",
"428.866","46","1","512","4.5",
"428.875","46","4","512","4.5",
"428.886","46","1","512","4.5",
"428.895","46","1","512","4.5",
"428.904","46","1","512","4.5",
"428.913","46","4","512","4.5",
"428.922","46","2","512","4.5",
"428.933","46","1","512","4.5",
"428.942","45","1","512","4.5",
"428.951","45","1","512","4.5",
"428.96","45","5","512","4.5",
"428.971","45","1","512","4.5",
"428.98","45","1","512","4.5",
"428.989","45","1","512","4.5",
"428.998","45","1","512","4.5",
"429.007","45","4","512","4.5",
"429.018","45","1","512","4.5",
"429.027","45","1","512","4.5",
"429.036","44","1","512","4.5",
"429.045","44","3","512","4.5",
"429.054","44","2","512","4.5",
"429.065","44","1","512","4.5",
"429.074","44","1","512","4.5",
"429.083","44","1","512","4.5",
"429.092","44","5","512","4.5",
"429.103","44","1","512","4.5",
"429.112","44","1","512","4.5",
"429.121","44","1","512","4.5",
"429.13","43","1","512","4.5",
"429.139","43","4","512","4.5",
"429.15","43","1","512","4.5",
"429.159","43","1","512","4.5",
"429.168","43","1","512","4.5",
"429.177","43","3","512","4.5",
"429.187","43","2","512","4.5",
"429.197","43","1","511","0",
"429.206","43","1","511","0",
"429.215","43","1","511","0",
"429.225","42","5","511","2",
"429.235","42","1","511","0",
"429.244","42","1","511","0",
"429.253","42","0","511","0",
"429.263","42","4","511","0",
"429.273","42","1","511","0",
"429.282","42","1","511","0",
"429.291","42","0","511","0",
"429.301","42","4","511","0",
"429.31","42","1","511","0",
"429.32","41","1","511","0",
"429.329","41","1","511","0",
"429.338","41","1","511","0",
"429.348","41","4","511","0",
"429.358","41","1","511","0",
"429.367","41","1","511","0",
"429.376","41","1","511","0",
"429.386","41","4","511","0",
"429.395","41","2","511","2",
"429.405","41","1","511","0",
"429.414","40","1","511","0",
"429.424","40","1","511","0",
"429.433","40","4","511","0",
"429.443","40","1","511","0",
"429.452","40","1","511","0",
"429.462","40","1","511","0",
"429.471","40","2","511","0",
"429.48","40","1","511","2",
"429.49","40","1","511","0",
"429.499","40","1","511","0",
"429.509","39","5","511","0",
"429.518","39","1","511","0",
"429.528","39","1","511","0",
"429.537","39","1","511","0",
"429.546","39","1","511","0",
"429.556","39","3","511","0",
"429.565","39","1","511","0",
"429.575","39","1","511","0",
"429.584","39","1","511","0",
"429.594","39","3","511","0",
"429.603","38","2","511","0",
"429.613","38","1","511","0",
"429.622","38","0","511","0",
"429.632","38","1","511","0",
"429.641","38","2","511","0",
"429.65","38","1","511","0",
"429.66","38","0","511","0",
"429.67","38","2","511","0",
"429.679","38","2","511","0",
"429.688","38","1","511","2",
"429.698","37","1","511","0",
"429.707","37","1","511","0",
"429.717","37","3","511","0",
"429.726","37","1","511","2",
"429.735","37","1","511","0",
"429.745","37","1","511","0",
"429.755","37","2","511","0",
"429.764","37","2","511","0",
"429.773","37","1","511","0",
"429.783","37","1","511","0",
"429.792","36","1","511","0",
"429.802","36","3","511","0",
"429.811","36","1","511","0",
"429.82","36","1","511","0",
"429.83","36","1","511","0",
"429.84","36","2","511","0",
"429.849","36","2","511","2",
"429.858","36","1","511","0",
"429.868","36","1","511","0",
"429.877","36","1","511","0",
"429.887","35","4","511","0",
"429.896","35","2","512","4.5",
"429.905","35","1","511","0",
"429.915","35","1","511","0",
"429.925","35","1","511","0",
"429.934","35","3","511","0",
"429.943","35","1","511","0",
"429.953","35","1","511","0",
"429.962","35","1","511","0",
"429.972","35","4","511","0",
"429.981","34","1","511","0",
"429.99","34","1","511","0",
"430","34","1","511","0",
"430.01","34","3","511","0",
"430.019","34","1","511","0",
"430.028","34","1","511","0",
"430.038","34","1","511","0",
"430.048","34","1","511","0",
"430.057","34","2","511","0",
"430.066","34","1","511","0",
"430.075","33","1","511","0",
"430.085","33","0","511","0",
"430.095","33","3","511","0",
"430.104","33","1","511","2",
"430.113","33","0","511","0",
"430.123","33","1","511","0",
"430.132","33","0","511","0",
"430.142","33","4","511","0",
"430.151","33","1","511","0",
"430.16","33","1","511","0",
"430.17","32","1","511","0",
"430.18","32","1","511","0",
"430.189","32","2","511","2",
"430.198","32","1","511","0",
"430.208","32","1","511","0",
