timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"18.887","624","73.18","641.48",
"18.894","634","79.71","641.8",
"18.902","625","73.83","641.2",
"18.908","627","75.14","640.92",
"18.915","626","74.49","640.32",
"18.922","618","69.26","639.2",
"18.929","626","74.49","638.52",
"18.936","610","64.03","636.76",
"18.944","618","69.26","635.8",
"18.951","601","58.15","633.68",
"18.958","609","63.38","632.4",
"18.965","592","52.27","630",
"18.971","602","58.81","628.6",
"18.978","588","49.66","626.2",
"18.985","595","54.23","624.56",
"18.993","590","50.96","622.36",
"19","588","49.66","620.12",
"19.007","593","52.92","618.12",
"19.014","582","45.74","615.44",
"19.021","590","50.96","613.44",
"19.028","576","41.82","610.56",
"19.035","586","48.35","608.6",
"19.042","571","38.55","605.64",
"19.049","581","45.08","603.68",
"19.056","566","35.28","600.72",
"19.063","578","43.12","598.88",
"19.07","570","37.9","596.32",
"19.078","574","40.51","594.28",
"19.085","576","41.82","592.24",
"19.092","571","38.55","590.04",
"19.098","580","44.43","588.52",
"19.105","567","35.94","586.16",
"19.112","577","42.47","584.84",
"19.12","564","33.98","582.68",
"19.127","575","41.16","581.64",
"19.134","560","31.36","579.68",
"19.141","572","39.2","578.88",
"19.148","561","32.02","577.24",
"19.155","570","37.9","576.52",
"19.162","567","35.94","575.4",
"19.169","567","35.94","574.48",
"19.176","574","40.51","573.92",
"19.183","564","33.98","572.76",
"19.19","574","40.51","572.44",
"19.197","561","32.02","571.28",
"19.205","572","39.2","571.12",
"19.212","558","30.06","570",
"19.219","570","37.9","569.96",
"19.225","555","28.1","568.92",
"19.232","568","36.59","569",
"19.239","561","32.02","568.32",
"19.247","565","34.63","568.12",
"19.254","568","36.59","567.88",
"19.261","564","33.98","567.4",
"19.268","573","39.86","567.48",
"19.275","561","32.02","566.72",
"19.282","573","39.86","566.96",
"19.289","560","31.36","566.28",
"19.296","572","39.2","566.6",
"19.303","558","30.06","565.92",
"19.31","570","37.9","566.32",
"19.317","559","30.71","565.8",
"19.324","569","37.24","566.12",
"19.332","568","36.59","566.04",
"19.339","568","36.59","566.08",
"19.346","577","42.47","566.48",
"19.352","567","35.94","566.2",
"19.359","578","43.12","566.76",
"19.366","565","34.63","566.4",
"19.374","577","42.47","567.04",
"19.381","564","33.98","566.72",
"19.388","576","41.82","567.44",
"19.395","562","32.67","567.12",
"19.402","575","41.16","567.92",
"19.409","568","36.59","567.92",
"19.416","573","39.86","568.4",
"19.423","576","41.82","568.84",
"19.43","571","38.55","568.96",
"19.437","581","45.08","569.64",
"19.444","568","36.59","569.44",
"19.451","578","43.12","570.12",
"19.459","565","34.63","569.8",
"19.466","576","41.82","570.44",
"19.473","561","32.02","570",
"19.479","573","39.86","570.6",
"19.486","561","32.02","570.24",
"19.493","570","37.9","570.68",
"19.501","566","35.28","570.56",
"19.508","566","35.28","570.48",
"19.515","573","39.86","570.68",
"19.522","562","32.67","570.08",
"19.529","573","39.86","570.32",
"19.536","559","30.71","569.56",
"19.543","570","37.9","569.76",
"19.55","556","28.75","568.92",
"19.557","568","36.59","569.08",
"19.564","554","27.44","568.2",
"19.571","566","35.28","568.36",
"19.578","559","30.71","567.72",
"19.586","564","33.98","567.56",
"19.593","567","35.94","567.32",
"19.6","562","32.67","566.76",
"19.606","573","39.86","566.84",
"19.613","561","32.02","566.04",
"19.62","572","39.2","566.2",
"19.628","560","31.36","565.48",
"19.635","572","39.2","565.76",
"19.642","558","30.06","565.04",
"19.649","571","38.55","565.44",
"19.656","561","32.02","564.96",
"19.663","571","38.55","565.36",
"19.67","569","37.24","565.32",
"19.677","570","37.9","565.48",
"19.684","579","43.78","566",
"19.691","569","37.24","565.84",
"19.698","580","44.43","566.56",
"19.705","569","37.24","566.4",
"19.713","580","44.43","567.24",
"19.72","567","35.94","567.12",
"19.727","580","44.43","568.08",
"19.733","566","35.28","568",
"19.74","580","44.43","569.04",
"19.747","573","39.86","569.32",
"19.755","579","43.78","570.12",
"19.762","582","45.74","570.84",
"19.769","577","42.47","571.24",
"19.776","588","49.66","572.28",
"19.783","576","41.82","572.4",
"19.79","587","49","573.44",
"19.796","574","40.51","573.52",
"19.804","586","48.35","574.56",
"19.811","572","39.2","574.56",
"19.818","585","47.7","575.64",
"19.825","574","40.51","575.76",
"19.832","584","47.04","576.68",
"19.84","582","45.74","577.12",
"19.847","583","46.39","577.68",
"19.854","591","51.62","578.52",
"19.86","582","45.74","578.64",
"19.867","593","52.92","579.6",
"19.874","581","45.08","579.64",
"19.881","593","52.92","580.6",
"19.889","580","44.43","580.6",
"19.896","592","52.27","581.6",
"19.903","579","43.78","581.56",
"19.91","592","52.27","582.6",
"19.917","587","49","582.88",
"19.924","593","52.92","583.68",
"19.931","596","54.89","584.36",
"19.938","592","52.27","584.76",
"19.945","603","59.46","585.8",
"19.952","590","50.96","585.88",
"19.959","602","58.81","586.92",
"19.966","589","50.31","587",
"19.974","600","57.5","588.04",
"19.981","586","48.35","588.04",
"19.988","598","56.19","589.08",
"19.994","587","49","589.16",
"20.001","595","54.23","590",
"20.008","593","52.92","590.36",
"20.016","592","52.27","590.76",
"20.023","599","56.85","591.4",
"20.03","589","50.31","591.32",
"20.037","598","56.19","591.96",
"20.044","584","47.04","591.6",
"20.051","594","53.58","592.12",
"20.058","579","43.78","591.56",
"20.065","589","50.31","591.92",
"20.072","574","40.51","591.2",
"20.079","585","47.7","591.44",
"20.086","576","41.82","590.8",
"20.093","580","44.43","590.52",
"20.101","581","45.08","590.04",
"20.108","575","41.16","589.2",
"20.115","584","47.04","588.88",
"20.121","571","38.55","587.6",
"20.128","580","44.43","587.2",
"20.135","566","35.28","585.76",
"20.143","576","41.82","585.24",
"20.15","561","32.02","583.68",
"20.157","573","39.86","583.16",
"20.164","561","32.02","581.68",
"20.171","569","37.24","580.96",
"20.178","566","35.28","579.8",
"20.185","566","35.28","578.72",
"20.192","573","39.86","577.96",
"20.199","562","32.67","576.48",
"20.206","572","39.2","575.8",
"20.213","559","30.71","574.24",
"20.22","570","37.9","573.68",
"20.228","555","28.1","572.12",
"20.235","566","35.28","571.6",
"20.242","552","26.14","570.12",
"20.248","564","33.98","569.72",
"20.255","556","28.75","568.56",
"20.262","561","32.02","567.96",
"20.27","563","33.32","567.28",
"20.277","558","30.06","566.36",
"20.284","568","36.59","566.08",
"20.291","555","28.1","564.92",
"20.298","566","35.28","564.72",
"20.305","552","26.14","563.6",
"20.312","563","33.32","563.48",
"20.319","549","24.18","562.4",
"20.326","561","32.02","562.4",
"20.333","550","24.83","561.48",
"20.34","558","30.06","561.36",
"20.347","556","28.75","560.84",
"20.355","556","28.75","560.44",
"20.362","563","33.32","560.32",
"20.369","553","26.79","559.52",
"20.375","563","33.32","559.56",
"20.382","551","25.48","558.72",
"20.389","561","32.02","558.8",
"20.397","548","23.52","557.92",
"20.404","560","31.36","558.12",
"20.411","545","21.56","557.28",
"20.418","558","30.06","557.52",
"20.425","551","25.48","557",
"20.432","556","28.75","557",
"20.439","558","30.06","556.88",
"20.446","553","26.79","556.48",
"20.453","563","33.32","556.68",
"20.46","551","25.48","556",
"20.467","562","32.67","556.28",
"20.474","549","24.18","555.6",
"20.482","560","31.36","555.92",
"20.489","546","22.22","555.24",
"20.496","558","30.06","555.6",
"20.502","547","22.87","555.04",
"20.509","557","29.4","555.32",
"20.516","555","28.1","555.2",
"20.524","555","28.1","555.16",
"20.531","562","32.67","555.4",
"20.538","553","26.79","555",
"20.545","564","33.98","555.44",
"20.552","551","25.48","554.96",
"20.559","562","32.67","555.4",
"20.566","549","24.18","554.92",
"20.573","561","32.02","555.44",
"20.58","547","22.87","554.92",
"20.587","559","30.71","555.48",
"20.594","553","26.79","555.28",
"20.601","558","30.06","555.56",
"20.609","560","31.36","555.72",
"20.616","555","28.1","555.6",
"20.623","566","35.28","556.12",
"20.629","554","27.44","555.76",
"20.636","564","33.98","556.28",
"20.643","551","25.48","555.84",
"20.651","563","33.32","556.4",
"20.658","548","23.52","555.92",
"20.665","561","32.02","556.52",
"20.672","550","24.83","556.2",
"20.679","559","30.71","556.68",
"20.686","557","29.4","556.68",
"20.692","557","29.4","556.76",
"20.7","564","33.98","557.12",
"20.707","555","28.1","556.84",
"20.714","565","34.63","557.32",
"20.721","553","26.79","556.88",
"20.728","563","33.32","557.36",
"20.736","550","24.83","556.88",
"20.743","562","32.67","557.4",
"20.75","548","23.52","556.88",
"20.756","560","31.36","557.4",
"20.763","553","26.79","557.16",
"20.77","558","30.06","557.36",
"20.777","560","31.36","557.44",
"20.785","555","28.1","557.24",
"20.792","565","34.63","557.64",
"20.799","553","26.79","557.12",
"20.806","564","33.98","557.52",
"20.813","550","24.83","556.96",
"20.819","561","32.02","557.36",
"20.827","548","23.52","556.76",
"20.834","560","31.36","557.24",
"20.841","548","23.52","556.72",
"20.848","557","29.4","557",
"20.855","556","28.75","556.88",
"20.862","555","28.1","556.8",
"20.87","564","33.98","557.08",
"20.877","553","26.79","556.64",
"20.883","563","33.32","556.96",
"20.89","551","25.48","556.4",
"20.897","562","32.67","556.76",
"20.904","548","23.52","556.16",
"20.912","560","31.36","556.56",
"20.919","546","22.22","555.92",
"20.926","558","30.06","556.32",
"20.933","552","26.14","556",
"20.94","556","28.75","556.12",
"20.947","558","30.06","556.12",
"20.954","554","27.44","555.88",
"20.961","564","33.98","556.24",
"20.968","552","26.14","555.72",
"20.975","563","33.32","556.12",
"20.982","550","24.83","555.56",
"20.989","561","32.02","556",
"20.997","547","22.87","555.44",
"21.004","559","30.71","555.88",
"21.011","548","23.52","555.4",
"21.017","557","29.4","555.76",
"21.024","555","28.1","555.68",
"21.031","555","28.1","555.64",
"21.039","562","32.67","555.92",
"21.046","553","26.79","555.48",
"21.053","563","33.32","555.88",
"21.06","551","25.48","555.4",
"21.067","562","32.67","555.84",
"21.074","548","23.52","555.28",
"21.081","560","31.36","555.76",
"21.088","546","22.22","555.2",
"21.095","558","30.06","555.68",
"21.102","551","25.48","555.4",
"21.109","556","28.75","555.56",
"21.116","559","30.71","555.68",
"21.124","554","27.44","555.52",
"21.131","564","33.98","555.92",
"21.138","552","26.14","555.44",
"21.144","563","33.32","555.88",
"21.151","550","24.83","555.36",
"21.158","561","32.02","555.8",
"21.166","547","22.87","555.24",
"21.173","560","31.36","555.76",
"21.18","548","23.52","555.32",
"21.187","558","30.06","555.72",
"21.194","556","28.75","555.68",
"21.201","556","28.75","555.72",
"21.208","563","33.32","556.04",
"21.215","554","27.44","555.72",
"21.222","564","33.98","556.16",
"21.229","552","26.14","555.72",
"21.236","563","33.32","556.2",
"21.243","549","24.18","555.68",
"21.251","561","32.02","556.2",
"21.258","547","22.87","555.68",
"21.265","560","31.36","556.24",
"21.271","553","26.79","556.04",
"21.278","558","30.06","556.32",
"21.285","561","32.02","556.52",
"21.293","556","28.75","556.4",
"21.3","566","35.28","556.88",
"21.307","554","27.44","556.48",
"21.314","564","33.98","556.96",
"21.321","552","26.14","556.52",
"21.328","563","33.32","557.04",
"21.335","550","24.83","556.6",
"21.342","562","32.67","557.2",
"21.349","551","25.48","556.84",
"21.356","561","32.02","557.36",
"21.363","559","30.71","557.4",
"21.37","559","30.71","557.52",
"21.378","566","35.28","557.92",
"21.385","557","29.4","557.68",
"21.392","568","36.59","558.24",
"21.398","555","28.1","557.88",
"21.405","566","35.28","558.44",
"21.412","553","26.79","558.04",
"21.42","565","34.63","558.68",
"21.427","550","24.83","558.24",
"21.434","563","33.32","558.88",
"21.441","557","29.4","558.76",
"21.448","561","32.02","559.08",
"21.455","565","34.63","559.36",
"21.462","560","31.36","559.32",
"21.469","570","37.9","559.88",
"21.476","558","30.06","559.56",
"21.483","569","37.24","560.16",
"21.49","556","28.75","559.84",
"21.497","568","36.59","560.48",
"21.505","553","26.79","560.08",
"21.512","565","34.63","560.68",
"21.519","555","28.1","560.4",
"21.525","564","33.98","560.92",
"21.532","562","32.67","560.96",
"21.539","562","32.67","561.08",
"21.547","570","37.9","561.52",
"21.554","560","31.36","561.28",
"21.561","570","37.9","561.8",
"21.568","557","29.4","561.36",
"21.575","568","36.59","561.88",
"21.582","555","28.1","561.44",
"21.588","567","35.94","562",
"21.596","552","26.14","561.48",
"21.603","565","34.63","562.08",
"21.61","558","30.06","561.88",
"21.617","563","33.32","562.12",
"21.624","565","34.63","562.28",
"21.632","560","31.36","562.08",
"21.639","570","37.9","562.48",
"21.646","558","30.06","562",
"21.652","569","37.24","562.44",
"21.659","556","28.75","561.92",
"21.666","567","35.94","562.36",
"21.673","553","26.79","561.76",
"21.681","565","34.63","562.24",
"21.688","553","26.79","561.76",
"21.695","562","32.67","562.04",
"21.702","561","32.02","561.92",
"21.709","560","31.36","561.84",
"21.715","568","36.59","562.08",
"21.723","558","30.06","561.6",
"21.73","568","36.59","561.92",
"21.737","555","28.1","561.32",
"21.744","566","35.28","561.68",
"21.751","552","26.14","561.04",
"21.758","564","33.98","561.4",
"21.766","549","24.18","560.68",
"21.773","562","32.67","561.08",
"21.779","556","28.75","560.72",
"21.786","560","31.36","560.8",
"21.793","563","33.32","560.8",
"21.8","558","30.06","560.52",
"21.808","568","36.59","560.84",
"21.815","556","28.75","560.28",
"21.822","567","35.94","560.64",
"21.829","553","26.79","560",
"21.836","564","33.98","560.32",
"21.842","550","24.83","559.64",
"21.85","563","33.32","560.04",
"21.857","551","25.48","559.48",
"21.864","560","31.36","559.76",
"21.871","558","30.06","559.6",
"21.878","559","30.71","559.52",
"21.885","565","34.63","559.72",
"21.893","556","28.75","559.24",
"21.9","567","35.94","559.6",
"21.906","554","27.44","559.04",
"21.913","565","34.63","559.44",
"21.92","551","25.48","558.84",
"21.927","563","33.32","559.28",
"21.935","549","24.18","558.68",
"21.942","561","32.02","559.16",
"21.949","554","27.44","558.84",
"21.956","559","30.71","558.96",
"21.963","562","32.67","559.04",
"21.969","557","29.4","558.8",
"21.977","567","35.94","559.16",
"21.984","555","28.1","558.64",
"21.991","565","34.63","559",
"21.998","552","26.14","558.4",
"22.005","564","33.98","558.84",
"22.012","549","24.18","558.24",
"22.02","561","32.02","558.68",
"22.027","550","24.83","558.16",
"22.034","559","30.71","558.48",
"22.04","557","29.4","558.36",
"22.047","557","29.4","558.32",
"22.054","564","33.98","558.52",
"22.062","555","28.1","558.12",
"22.069","566","35.28","558.52",
"22.076","553","26.79","557.96",
"22.083","564","33.98","558.36",
"22.09","551","25.48","557.8",
"22.097","562","32.67","558.24",
"22.104","548","23.52","557.64",
"22.111","560","31.36","558.08",
"22.118","553","26.79","557.76",
"22.125","558","30.06","557.92",
"22.132","561","32.02","558",
"22.139","556","28.75","557.76",
"22.147","566","35.28","558.12",
"22.154","554","27.44","557.6",
"22.161","565","34.63","558",
"22.167","551","25.48","557.44",
"22.174","563","33.32","557.88",
"22.181","549","24.18","557.28",
"22.189","561","32.02","557.76",
"22.196","550","24.83","557.32",
"22.203","559","30.71","557.68",
"22.21","557","29.4","557.6",
"22.217","557","29.4","557.6",
"22.224","565","34.63","557.92",
"22.231","555","28.1","557.56",
"22.238","565","34.63","557.96",
"22.245","553","26.79","557.44",
"22.252","563","33.32","557.84",
"22.259","550","24.83","557.28",
"22.266","562","32.67","557.72",
"22.274","548","23.52","557.16",
"22.281","560","31.36","557.64",
"22.288","554","27.44","557.4",
"22.294","558","30.06","557.6",
"22.301","561","32.02","557.72",
"22.308","556","28.75","557.52",
"22.316","566","35.28","557.92",
"22.323","554","27.44","557.44",
"22.33","565","34.63","557.88",
"22.337","552","26.14","557.36",
"22.344","563","33.32","557.84",
"22.351","549","24.18","557.28",
"22.358","561","32.02","557.76",
"22.365","550","24.83","557.32",
"22.372","559","30.71","557.68",
"22.379","556","28.75","557.56",
"22.386","557","29.4","557.56",
"22.393","564","33.98","557.84",
"22.401","555","28.1","557.44",
"22.408","565","34.63","557.84",
"22.415","552","26.14","557.32",
"22.421","562","32.67","557.68",
"22.428","549","24.18","557.12",
"22.435","561","32.02","557.56",
"22.443","546","22.22","556.92",
"22.45","559","30.71","557.36",
"22.457","552","26.14","557.04",
"22.464","557","29.4","557.16",
"22.471","559","30.71","557.2",
"22.478","555","28.1","556.96",
"22.484","564","33.98","557.28",
"22.492","552","26.14","556.72",
"22.499","563","33.32","557.08",
"22.506","550","24.83","556.48",
"22.513","561","32.02","556.84",
"22.52","547","22.87","556.2",
"22.528","559","30.71","556.6",
"22.535","548","23.52","556.08",
"22.542","557","29.4","556.36",
"22.548","555","28.1","556.2",
"22.555","556","28.75","556.2",
"22.562","563","33.32","556.44",
"22.569","553","26.79","556",
"22.577","563","33.32","556.32",
"22.584","551","25.48","555.76",
"22.591","562","32.67","556.16",
"22.598","548","23.52","555.6",
"22.605","560","31.36","556.04",
"22.611","546","22.22","555.44",
"22.619","559","30.71","555.96",
"22.626","552","26.14","555.68",
"22.633","557","29.4","555.88",
"22.64","559","30.71","555.96",
"22.647","554","27.44","555.76",
"22.654","564","33.98","556.12",
"22.662","552","26.14","555.64",
"22.669","563","33.32","556.08",
"22.675","550","24.83","555.56",
"22.682","561","32.02","556",
"22.689","547","22.87","555.44",
"22.696","560","31.36","555.96",
"22.704","548","23.52","555.52",
"22.711","558","30.06","555.92",
"22.718","556","28.75","555.88",
"22.725","556","28.75","555.92",
"22.732","563","33.32","556.2",
"22.738","553","26.79","555.8",
"22.746","564","33.98","556.24",
"22.753","551","25.48","555.76",
"22.76","562","32.67","556.2",
"22.767","548","23.52","555.64",
"22.774","560","31.36","556.12",
"22.781","545","21.56","555.52",
"22.789","558","30.06","556",
"22.796","551","25.48","555.68",
"22.802","555","28.1","555.8",
"22.809","558","30.06","555.84",
"22.816","553","26.79","555.6",
"22.823","562","32.67","555.92",
"22.831","550","24.83","555.36",
"22.838","560","31.36","555.68",
"22.845","547","22.87","555.04",
"22.852","557","29.4","555.32",
"22.859","544","20.91","554.64",
"22.865","555","28.1","554.96",
"22.873","544","20.91","554.32",
"22.88","553","26.79","554.52",
"22.887","550","24.83","554.2",
"22.894","550","24.83","553.96",
"22.901","557","29.4","554",
"22.908","547","22.87","553.36",
"22.916","558","30.06","553.56",
"22.923","545","21.56","552.8",
"22.929","556","28.75","553",
"22.936","542","19.6","552.2",
"22.943","554","27.44","552.44",
"22.95","539","17.64","551.6",
"22.958","552","26.14","551.88",
"22.965","545","21.56","551.36",
"22.972","550","24.83","551.32",
"22.979","552","26.14","551.2",
"22.986","547","22.87","550.76",
"22.992","557","29.4","550.92",
"23","545","21.56","550.24",
"23.007","555","28.1","550.44",
"23.014","542","19.6","549.72",
"23.021","554","27.44","550",
"23.028","540","18.3","549.32",
"23.035","552","26.14","549.64",
"23.043","541","18.95","549.08",
"23.05","550","24.83","549.32",
"23.057","547","22.87","549.08",
"23.063","548","23.52","549",
"23.07","556","28.75","549.24",
"23.077","546","22.22","548.8",
"23.085","556","28.75","549.16",
"23.092","543","20.26","548.56",
"23.099","554","27.44","548.92",
"23.106","541","18.95","548.32",
"23.113","553","26.79","548.76",
"23.12","538","16.99","548.12",
"23.127","551","25.48","548.6",
"23.134","544","20.91","548.28",
"23.141","549","24.18","548.44",
"23.148","551","25.48","548.48",
"23.155","547","22.87","548.28",
"23.162","556","28.75","548.64",
"23.17","545","21.56","548.16",
"23.177","555","28.1","548.56",
"23.184","542","19.6","548.04",
"23.19","554","27.44","548.52",
"23.197","540","18.3","547.96",
"23.204","552","26.14","548.44",
"23.212","540","18.3","547.96",
"23.219","550","24.83","548.32",
"23.226","548","23.52","548.24",
"23.233","548","23.52","548.28",
"23.24","556","28.75","548.6",
"23.247","545","21.56","548.16",
"23.254","556","28.75","548.56",
"23.261","543","20.26","548.04",
"23.268","554","27.44","548.48",
"23.275","541","18.95","547.96",
"23.282","553","26.79","548.44",
"23.289","538","16.99","547.84",
"23.297","551","25.48","548.36",
"23.304","544","20.91","548.08",
"23.311","548","23.52","548.24",
"23.317","551","25.48","548.32",
"23.324","546","22.22","548.12",
"23.331","556","28.75","548.48",
"23.339","544","20.91","548",
"23.346","555","28.1","548.4",
"23.353","542","19.6","547.88",
"23.36","553","26.79","548.32",
"23.367","539","17.64","547.72",
"23.374","552","26.14","548.2",
"23.38","541","18.95","547.76",
"23.388","550","24.83","548.16",
"23.395","547","22.87","548.04",
"23.402","547","22.87","548",
"23.409","555","28.1","548.28",
"23.416","545","21.56","547.84",
"23.424","556","28.75","548.28",
"23.431","543","20.26","547.76",
"23.438","554","27.44","548.2",
"23.444","541","18.95","547.68",
"23.451","552","26.14","548.12",
"23.458","538","16.99","547.52",
"23.465","551","25.48","548.04",
"23.473","544","20.91","547.76",
"23.48","548","23.52","547.92",
"23.487","551","25.48","548.04",
"23.494","546","22.22","547.84",
"23.501","556","28.75","548.24",
"23.507","544","20.91","547.76",
"23.515","555","28.1","548.2",
"23.522","542","19.6","547.68",
"23.529","553","26.79","548.12",
"23.536","539","17.64","547.56",
"23.543","551","25.48","548.04",
"23.55","540","18.3","547.56",
"23.558","549","24.18","547.88",
"23.565","547","22.87","547.76",
"23.571","547","22.87","547.76",
"23.578","555","28.1","548.08",
"23.585","545","21.56","547.68",
"23.592","556","28.75","548.12",
"23.6","543","20.26","547.6",
"23.607","554","27.44","548.04",
"23.614","540","18.3","547.48",
"23.621","552","26.14","547.92",
"23.628","538","16.99","547.36",
"23.634","551","25.48","547.88",
"23.642","544","20.91","547.6",
"23.649","549","24.18","547.8",
"23.656","552","26.14","547.96",
"23.663","546","22.22","547.76",
"23.67","556","28.75","548.16",
"23.677","545","21.56","547.72",
"23.685","555","28.1","548.16",
"23.692","542","19.6","547.64",
"23.698","553","26.79","548.08",
"23.705","539","17.64","547.52",
"23.712","551","25.48","548",
"23.719","541","18.95","547.6",
"23.727","549","24.18","547.96",
"23.734","547","22.87","547.88",
"23.741","548","23.52","547.92",
"23.748","555","28.1","548.24",
"23.755","545","21.56","547.84",
"23.761","556","28.75","548.28",
"23.769","543","20.26","547.76",
"23.776","554","27.44","548.2",
"23.783","541","18.95","547.68",
"23.79","552","26.14","548.16",
"23.797","538","16.99","547.6",
"23.804","550","24.83","548.08",
"23.812","544","20.91","547.8",
"23.819","549","24.18","548",
"23.825","552","26.14","548.12",
"23.832","547","22.87","547.92",
"23.839","557","29.4","548.36",
"23.846","544","20.91","547.88",
"23.854","555","28.1","548.28",
"23.861","542","19.6","547.76",
"23.868","553","26.79","548.2",
"23.875","539","17.64","547.64",
"23.882","551","25.48","548.12",
"23.888","540","18.3","547.68",
"23.896","550","24.83","548.04",
"23.903","548","23.52","548",
"23.91","547","22.87","548",
"23.917","556","28.75","548.32",
"23.924","545","21.56","547.92",
"23.931","556","28.75","548.36",
"23.939","543","20.26","547.84",
"23.946","554","27.44","548.28",
"23.952","541","18.95","547.76",
"23.959","552","26.14","548.2",
"23.966","538","16.99","547.64",
"23.973","551","25.48","548.16",
"23.981","544","20.91","547.92",
"23.988","549","24.18","548.12",
"23.995","551","25.48","548.2",
"24.002","546","22.22","547.96",
"24.009","556","28.75","548.32",
"24.015","545","21.56","547.84",
"24.023","555","28.1","548.28",
"24.03","542","19.6","547.76",
"24.037","553","26.79","548.2",
"24.044","540","18.3","547.68",
"24.051","551","25.48","548.16",
"24.058","540","18.3","547.72",
"24.066","549","24.18","548.08",
"24.073","548","23.52","548",
"24.08","547","22.87","547.96",
"24.086","555","28.1","548.28",
"24.093","545","21.56","547.84",
"24.1","556","28.75","548.28",
"24.108","543","20.26","547.76",
"24.115","554","27.44","548.2",
"24.122","541","18.95","547.68",
"24.129","552","26.14","548.12",
"24.136","538","16.99","547.56",
"24.143","550","24.83","548.04",
"24.15","544","20.91","547.76",
"24.157","549","24.18","547.96",
"24.164","551","25.48","548.04",
"24.171","546","22.22","547.84",
"24.178","557","29.4","548.28",
"24.185","544","20.91","547.8",
"24.193","555","28.1","548.2",
"24.2","542","19.6","547.68",
"24.207","553","26.79","548.12",
"24.213","539","17.64","547.56",
"24.22","551","25.48","548",
"24.227","541","18.95","547.6",
"24.235","550","24.83","548",
"24.242","548","23.52","547.96",
"24.249","548","23.52","547.96",
"24.256","555","28.1","548.28",
"24.263","545","21.56","547.88",
"24.27","556","28.75","548.32",
"24.276","543","20.26","547.8",
"24.284","554","27.44","548.24",
"24.291","541","18.95","547.72",
"24.298","553","26.79","548.2",
"24.305","538","16.99","547.64",
"24.312","551","25.48","548.16",
"24.32","544","20.91","547.92",
"24.327","549","24.18","548.12",
"24.334","551","25.48","548.2",
"24.34","546","22.22","548",
"24.347","556","28.75","548.4",
"24.354","544","20.91","547.88",
"24.361","555","28.1","548.32",
"24.369","542","19.6","547.8",
"24.376","554","27.44","548.28",
"24.383","540","18.3","547.76",
"24.39","551","25.48","548.24",
"24.397","540","18.3","547.8",
"24.403","550","24.83","548.16",
"24.411","547","22.87","548.04",
"24.418","547","22.87","548",
"24.425","555","28.1","548.28",
"24.432","545","21.56","547.88",
"24.439","556","28.75","548.32",
"24.446","543","20.26","547.8",
"24.454","554","27.44","548.24",
"24.461","541","18.95","547.72",
"24.467","552","26.14","548.16",
"24.474","538","16.99","547.56",
"24.481","551","25.48","548.08",
"24.488","544","20.91","547.8",
"24.496","548","23.52","547.96",
"24.503","551","25.48","548.04",
"24.51","546","22.22","547.84",
"24.517","557","29.4","548.28",
"24.524","544","20.91","547.8",
"24.53","555","28.1","548.24",
"24.538","542","19.6","547.72",
"24.545","553","26.79","548.16",
"24.552","540","18.3","547.6",
"24.559","551","25.48","548.04",
"24.566","540","18.3","547.6",
"24.573","549","24.18","547.96",
"24.581","548","23.52","547.88",
"24.588","547","22.87","547.88",
"24.594","555","28.1","548.2",
"24.601","545","21.56","547.8",
"24.608","556","28.75","548.24",
"24.615","543","20.26","547.72",
"24.623","554","27.44","548.16",
"24.63","541","18.95","547.64",
"24.637","552","26.14","548.08",
"24.644","538","16.99","547.52",
"24.651","551","25.48","548.04",
"24.657","544","20.91","547.76",
"24.665","549","24.18","547.96",
"24.672","551","25.48","548.08",
"24.679","546","22.22","547.88",
"24.686","556","28.75","548.28",
"24.693","544","20.91","547.76",
"24.7","555","28.1","548.2",
"24.708","542","19.6","547.68",
"24.715","553","26.79","548.12",
"24.721","540","18.3","547.6",
"24.728","551","25.48","548.04",
"24.735","540","18.3","547.6",
"24.742","549","24.18","547.96",
"24.75","547","22.87","547.88",
"24.757","548","23.52","547.88",
"24.764","556","28.75","548.24",
"24.771","546","22.22","547.88",
"24.778","556","28.75","548.32",
"24.784","543","20.26","547.8",
"24.792","554","27.44","548.24",
"24.799","541","18.95","547.72",
"24.806","552","26.14","548.16",
"24.813","538","16.99","547.6",
"24.82","550","24.83","548.08",
"24.827","544","20.91","547.8",
"24.835","549","24.18","548",
"24.842","552","26.14","548.12",
"24.848","546","22.22","547.92",
"24.855","556","28.75","548.32",
"24.862","544","20.91","547.84",
"24.869","555","28.1","548.28",
"24.877","542","19.6","547.76",
"24.884","553","26.79","548.2",
"24.891","539","17.64","547.64",
"24.898","551","25.48","548.08",
"24.905","541","18.95","547.68",
"24.911","550","24.83","548.08",
"24.919","547","22.87","548",
"24.926","547","22.87","548",
"24.933","555","28.1","548.28",
"24.94","545","21.56","547.84",
"24.947","556","28.75","548.24",
"24.954","543","20.26","547.72",
"24.962","554","27.44","548.16",
"24.969","541","18.95","547.64",
"24.975","552","26.14","548.08",
"24.982","538","16.99","547.52",
"24.989","551","25.48","548.04",
"24.996","544","20.91","547.8",
"25.004","548","23.52","547.96",
"25.011","551","25.48","548.04",
"25.018","546","22.22","547.8",
"25.025","557","29.4","548.24",
"25.032","544","20.91","547.76",
"25.038","555","28.1","548.2",
"25.046","542","19.6","547.68",
"25.053","554","27.44","548.16",
"25.06","540","18.3","547.64",
"25.067","552","26.14","548.16",
"25.074","540","18.3","547.72",
