timestamp(ms),hall_analog,hall_mT,hall_mT_filtered,
"14.73","562","32.67","565.08",
"14.737","573","39.86","565.56",
"14.744","560","31.36","565.08",
"14.751","572","39.2","565.6",
"14.758","558","30.06","565.12",
"14.766","570","37.9","565.68",
"14.772","559","30.71","565.28",
"14.779","569","37.24","565.76",
"14.786","566","35.28","565.76",
"14.793","567","35.94","565.84",
"14.8","574","40.51","566.24",
"14.808","565","34.63","565.92",
"14.815","576","41.82","566.44",
"14.822","563","33.32","566.04",
"14.829","574","40.51","566.6",
"14.835","561","32.02","566.2",
"14.842","573","39.86","566.8",
"14.85","559","30.71","566.36",
"14.857","572","39.2","567",
"14.864","566","35.28","566.92",
"14.871","570","37.9","567.28",
"14.878","574","40.51","567.6",
"14.885","569","37.24","567.6",
"14.893","579","43.78","568.2",
"14.899","568","36.59","567.96",
"14.906","578","43.12","568.6",
"14.913","565","34.63","568.28",
"14.92","577","42.47","568.96",
"14.927","563","33.32","568.6",
"14.935","576","41.82","569.32",
"14.942","564","33.98","569.08",
"14.949","574","40.51","569.68",
"14.956","571","38.55","569.76",
"14.962","572","39.2","570",
"14.969","581","45.08","570.56",
"14.977","571","38.55","570.44",
"14.984","581","45.08","571.08",
"14.991","569","37.24","570.8",
"14.998","580","44.43","571.48",
"15.005","567","35.94","571.2",
"15.012","579","43.78","571.92",
"15.02","564","33.98","571.56",
"15.026","577","42.47","572.28",
"15.033","570","37.9","572.2",
"15.04","575","41.16","572.56",
"15.047","578","43.12","572.88",
"15.054","573","39.86","572.84",
"15.062","583","46.39","573.4",
"15.069","571","38.55","573.08",
"15.076","582","45.74","573.64",
"15.083","569","37.24","573.28",
"15.089","581","45.08","573.92",
"15.096","567","35.94","573.52",
"15.104","580","44.43","574.2",
"15.111","569","37.24","573.92",
"15.118","579","43.78","574.52",
"15.125","577","42.47","574.64",
"15.132","578","43.12","574.92",
"15.139","586","48.35","575.48",
"15.147","577","42.47","575.32",
"15.153","588","49.66","576",
"15.16","576","41.82","575.8",
"15.167","587","49","576.52",
"15.174","574","40.51","576.28",
"15.181","586","48.35","577.04",
"15.188","572","39.2","576.76",
"15.196","585","47.7","577.6",
"15.203","578","43.12","577.64",
"15.21","582","45.74","578.12",
"15.216","585","47.7","578.52",
"15.223","581","45.08","578.64",
"15.23","591","51.62","579.36",
"15.238","579","43.78","579.2",
"15.245","590","50.96","579.96",
"15.252","577","42.47","579.76",
"15.259","589","50.31","580.56",
"15.266","576","41.82","580.36",
"15.273","588","49.66","581.2",
"15.28","577","42.47","581.08",
"15.287","587","49","581.8",
"15.294","585","47.7","582.04",
"15.301","585","47.7","582.36",
"15.308","592","52.27","582.92",
"15.315","584","47.04","582.84",
"15.323","594","53.58","583.52",
"15.33","581","45.08","583.24",
"15.337","593","52.92","583.92",
"15.343","579","43.78","583.6",
"15.35","591","51.62","584.28",
"15.357","577","42.47","583.92",
"15.365","590","50.96","584.64",
"15.372","583","46.39","584.56",
"15.379","589","50.31","585",
"15.386","592","52.27","585.4",
"15.393","588","49.66","585.52",
"15.4","598","56.19","586.2",
"15.407","586","48.35","586",
"15.414","597","55.54","586.72",
"15.421","584","47.04","586.48",
"15.428","596","54.89","587.24",
"15.435","582","45.74","586.96",
"15.442","595","54.23","587.72",
"15.45","585","47.7","587.6",
"15.457","594","53.58","588.28",
"15.464","593","52.92","588.52",
"15.47","593","52.92","588.84",
"15.477","601","58.15","589.48",
"15.484","592","52.27","589.48",
"15.492","602","58.81","590.2",
"15.499","589","50.31","590",
"15.506","600","57.5","590.76",
"15.513","586","48.35","590.48",
"15.52","598","56.19","591.24",
"15.527","584","47.04","590.96",
"15.534","597","55.54","591.76",
"15.541","591","51.62","591.8",
"15.548","597","55.54","592.36",
"15.555","600","57.5","592.8",
"15.562","596","54.89","592.96",
"15.569","606","61.42","593.68",
"15.577","595","54.23","593.56",
"15.584","606","61.42","594.36",
"15.591","593","52.92","594.2",
"15.597","606","61.42","595.08",
"15.604","592","52.27","594.92",
"15.611","605","60.77","595.84",
"15.619","594","53.58","595.8",
"15.626","604","60.11","596.56",
"15.633","603","59.46","596.92",
"15.64","604","60.11","597.36",
"15.647","613","65.99","598.16",
"15.654","604","60.11","598.28",
"15.661","615","67.3","599.2",
"15.668","603","59.46","599.24",
"15.675","614","66.65","600.24",
"15.682","601","58.15","600.28",
"15.689","614","66.65","601.4",
"15.696","599","56.85","601.44",
"15.704","612","65.34","602.56",
"15.711","605","60.77","602.88",
"15.718","610","64.03","603.64",
"15.725","612","65.34","604.24",
"15.731","607","62.07","604.52",
"15.738","617","68.61","605.36",
"15.746","605","60.77","605.32",
"15.753","615","67.3","606.12",
"15.76","601","58.15","605.92",
"15.767","612","65.34","606.68",
"15.774","598","56.19","606.36",
"15.781","610","64.03","607.08",
"15.789","598","56.19","606.8",
"15.795","607","62.07","607.32",
"15.802","605","60.77","607.36",
"15.809","605","60.77","607.44",
"15.816","612","65.34","607.76",
"15.823","603","59.46","607.36",
"15.831","612","65.34","607.68",
"15.838","599","56.85","607.04",
"15.845","609","63.38","607.28",
"15.852","595","54.23","606.52",
"15.858","606","61.42","606.72",
"15.865","590","50.96","605.76",
"15.873","602","58.81","605.88",
"15.88","594","53.58","605.16",
"15.887","598","56.19","604.88",
"15.894","600","57.5","604.48",
"15.901","596","54.89","603.84",
"15.908","606","61.42","603.8",
"15.916","593","52.92","602.84",
"15.922","604","60.11","602.8",
"15.929","591","51.62","601.84",
"15.936","602","58.81","601.88",
"15.943","588","49.66","600.92",
"15.95","601","58.15","601.04",
"15.958","590","50.96","600.24",
"15.965","600","57.5","600.32",
"15.972","599","56.85","600",
"15.979","599","56.85","599.76",
"15.985","607","62.07","599.84",
"15.992","599","56.85","599.32",
"16","611","64.69","599.64",
"16.007","599","56.85","599.12",
"16.014","611","64.69","599.6",
"16.021","598","56.19","599.16",
"16.028","611","64.69","599.8",
"16.035","598","56.19","599.48",
"16.043","611","64.69","600.32",
"16.049","604","60.11","600.4",
"16.056","610","64.03","601.04",
"16.063","614","66.65","601.68",
"16.07","609","63.38","602.04",
"16.077","620","70.57","603",
"16.084","609","63.38","603.12",
"16.092","620","70.57","604.2",
"16.099","607","62.07","604.32",
"16.106","618","69.26","605.4",
"16.112","604","60.11","605.48",
"16.119","616","67.95","606.6",
"16.126","604","60.11","606.72",
"16.134","613","65.99","607.64",
"16.141","610","64.03","608.04",
"16.148","611","64.69","608.52",
"16.155","618","69.26","609.28",
"16.162","608","62.73","609.32",
"16.169","618","69.26","610.08",
"16.176","606","61.42","609.88",
"16.183","617","68.61","610.6",
"16.19","603","59.46","610.28",
"16.197","615","67.3","610.96",
"16.204","601","58.15","610.56",
"16.211","614","66.65","611.2",
"16.219","607","62.07","611.04",
"16.226","611","64.69","611.32",
"16.233","614","66.65","611.48",
"16.239","610","64.03","611.32",
"16.246","619","69.91","611.72",
"16.253","607","62.07","611.2",
"16.261","618","69.26","611.56",
"16.268","605","60.77","610.96",
"16.275","616","67.95","611.32",
"16.282","602","58.81","610.68",
"16.289","615","67.3","611.12",
"16.296","603","59.46","610.6",
"16.303","614","66.65","611",
"16.31","613","65.99","611",
"16.317","613","65.99","611.12",
"16.324","621","71.22","611.52",
"16.331","613","65.99","611.32",
"16.338","624","73.18","611.96",
"16.346","612","65.34","611.72",
"16.353","624","73.18","612.44",
"16.36","611","64.69","612.2",
"16.366","623","72.53","613",
"16.373","609","63.38","612.76",
"16.38","623","72.53","613.64",
"16.388","616","67.95","613.72",
"16.395","621","71.22","614.28",
"16.402","624","73.18","614.8",
"16.409","619","69.91","615",
"16.416","629","76.45","615.76",
"16.423","617","68.61","615.68",
"16.43","627","75.14","616.48",
"16.437","613","65.99","616.28",
"16.444","624","73.18","617.04",
"16.451","609","63.38","616.76",
"16.458","621","71.22","617.52",
"16.465","609","63.38","617.28",
"16.473","619","69.91","617.92",
"16.48","617","68.61","618.04",
"16.487","616","67.95","618.16",
"16.493","623","72.53","618.56",
"16.5","613","65.99","618.24",
"16.507","622","71.87","618.6",
"16.515","609","63.38","618",
"16.522","619","69.91","618.28",
"16.529","604","60.11","617.48",
"16.536","615","67.3","617.64",
"16.543","601","58.15","616.76",
"16.55","612","65.34","616.88",
"16.557","606","61.42","616.2",
"16.564","610","64.03","615.96",
"16.571","612","65.34","615.6",
"16.578","607","62.07","614.92",
"16.585","617","68.61","614.84",
"16.592","605","60.77","613.88",
"16.6","617","68.61","613.88",
"16.607","604","60.11","612.96",
"16.614","615","67.3","613.04",
"16.62","602","58.81","612.16",
"16.627","614","66.65","612.36",
"16.634","604","60.11","611.68",
"16.642","614","66.65","611.88",
"16.649","612","65.34","611.6",
"16.656","614","66.65","611.48",
"16.663","622","71.87","611.72",
"16.67","613","65.99","611.32",
"16.677","624","73.18","611.76",
"16.684","612","65.34","611.36",
"16.691","624","73.18","611.96",
"16.698","610","64.03","611.6",
"16.705","622","71.87","612.32",
"16.712","606","61.42","611.96",
"16.719","618","69.26","612.64",
"16.727","610","64.03","612.56",
"16.734","613","65.99","612.84",
"16.741","616","67.95","613.08",
"16.747","610","64.03","613",
"16.754","618","69.26","613.44",
"16.761","605","60.77","612.96",
"16.769","615","67.3","613.36",
"16.776","602","58.81","612.76",
"16.783","612","65.34","613.08",
"16.79","596","54.89","612.32",
"16.797","608","62.73","612.56",
"16.804","596","54.89","611.84",
"16.812","605","60.77","611.88",
"16.818","603","59.46","611.44",
"16.825","602","58.81","611.04",
"16.832","610","64.03","610.88",
"16.839","600","57.5","610",
"16.846","611","64.69","609.92",
"16.854","598","56.19","608.88",
"16.861","609","63.38","608.76",
"16.868","595","54.23","607.6",
"16.875","607","62.07","607.48",
"16.881","593","52.92","606.32",
"16.888","606","61.42","606.32",
"16.896","599","56.85","605.56",
"16.903","605","60.77","605.36",
"16.91","607","62.07","605.12",
"16.917","603","59.46","604.6",
"16.924","614","66.65","604.76",
"16.931","602","58.81","604.12",
"16.939","612","65.34","604.4",
"16.945","600","57.5","603.8",
"16.952","610","64.03","604.12",
"16.959","596","54.89","603.48",
"16.966","608","62.73","603.96",
"16.973","597","55.54","603.52",
"16.98","606","61.42","603.92",
"16.988","604","60.11","603.88",
"16.995","604","60.11","603.92",
"17.002","611","64.69","604.28",
"17.008","601","58.15","603.92",
"17.015","612","65.34","604.4",
"17.022","599","56.85","603.92",
"17.03","610","64.03","604.4",
"17.037","596","54.89","603.88",
"17.044","607","62.07","604.36",
"17.051","593","52.92","603.8",
"17.058","606","61.42","604.32",
"17.065","598","56.19","604",
"17.072","603","59.46","604.16",
"17.079","605","60.77","604.16",
"17.086","600","57.5","603.88",
"17.093","610","64.03","604.16",
"17.1","598","56.19","603.52",
"17.107","609","63.38","603.8",
"17.115","595","54.23","603.12",
"17.122","607","62.07","603.4",
"17.129","593","52.92","602.72",
"17.135","605","60.77","603.08",
"17.142","594","53.58","602.52",
"17.149","604","60.11","602.8",
"17.157","603","59.46","602.68",
"17.164","603","59.46","602.64",
"17.171","611","64.69","602.92",
"17.178","602","58.81","602.56",
"17.185","613","65.99","603.04",
"17.192","602","58.81","602.64",
"17.199","613","65.99","603.2",
"17.206","600","57.5","602.8",
"17.213","612","65.34","603.44",
"17.22","599","56.85","603.12",
"17.227","612","65.34","603.88",
"17.234","606","61.42","603.88",
"17.242","612","65.34","604.44",
"17.249","616","67.95","604.96",
"17.256","612","65.34","605.24",
"17.262","623","72.53","606.16",
"17.269","612","65.34","606.24",
"17.276","624","73.18","607.28",
"17.284","613","65.99","607.44",
"17.291","627","75.14","608.72",
"17.298","614","66.65","609",
"17.305","628","75.79","610.4",
"17.312","618","69.26","610.92",
"17.319","630","77.1","612.36",
"17.326","629","76.45","613.36",
"17.333","631","77.75","614.48",
"17.34","640","83.63","615.96",
"17.347","632","78.41","616.8",
"17.354","645","86.9","618.52",
"17.361","634","79.71","619.36",
"17.369","647","88.21","621.16",
"17.376","636","81.02","622.08",
"17.383","651","90.82","624.12",
"17.389","639","82.98","625.2",
"17.396","656","94.09","627.48",
"17.403","651","90.82","629.04",
"17.411","660","96.7","631.2",
"17.418","667","101.28","633.4",
"17.425","667","101.28","635.44",
"17.432","675","106.5","637.96",
"17.439","675","106.5","640.04",
"17.446","683","111.73","642.88",
"17.454","683","111.73","645.24",
"17.461","688","115","648.24",
"17.468","686","113.69","650.6",
"17.475","691","116.96","653.68",
"17.482","686","113.69","656",
"17.489","691","116.96","658.92",
"17.497","685","113.04","661.12",
"17.504","688","115","663.48",
"17.511","682","111.08","665.52",
"17.518","682","111.08","667.2",
"17.525","676","107.16","668.96",
"17.532","678","108.46","670.28",
"17.54","670","103.24","671.72",
"17.547","671","103.89","672.68",
"17.553","665","99.97","673.84",
"17.56","669","102.58","674.56",
"17.567","658","95.4","675.32",
"17.574","665","99.97","675.68",
"17.582","649","89.51","675.6",
"17.589","656","94.09","675.44",
"17.596","640","83.63","674.36",
"17.603","647","88.21","673.56",
"17.61","630","77.1","671.76",
"17.617","639","82.98","670.32",
"17.624","623","72.53","667.92",
"17.631","630","77.1","665.8",
"17.638","624","73.18","663.24",
"17.645","621","71.22","660.64",
"17.652","624","73.18","657.96",
"17.659","611","64.69","654.96",
"17.667","619","69.91","652.08",
"17.674","602","58.81","648.76",
"17.681","610","64.03","645.64",
"17.687","594","53.58","642.12",
"17.694","603","59.46","638.96",
"17.701","586","48.35","635.36",
"17.709","596","54.89","632.08",
"17.716","587","49","628.76",
"17.723","589","50.31","625.48",
"17.73","590","50.96","622.48",
"17.737","584","47.04","619.08",
"17.744","591","51.62","616.4",
"17.751","578","43.12","612.92",
"17.758","587","49","610.44",
"17.765","572","39.2","607.08",
"17.772","582","45.74","604.76",
"17.779","567","35.94","601.56",
"17.786","578","43.12","599.48",
"17.794","565","34.63","596.52",
"17.801","574","40.51","594.56",
"17.808","571","38.55","592.2",
"17.814","570","37.9","590.04",
"17.821","577","42.47","588.28",
"17.828","566","35.28","585.96",
"17.836","576","41.82","584.56",
"17.843","562","32.67","582.28",
"17.85","572","39.2","581.08",
"17.857","558","30.06","579",
"17.864","569","37.24","578",
"17.871","554","27.44","576.04",
"17.879","566","35.28","575.24",
"17.885","558","30.06","573.72",
"17.892","563","33.32","572.76",
"17.899","565","34.63","571.8",
"17.906","560","31.36","570.6",
"17.913","569","37.24","570",
"17.921","556","28.75","568.6",
"17.928","567","35.94","568.16",
"17.935","554","27.44","566.84",
"17.942","564","33.98","566.52",
"17.948","550","24.83","565.24",
"17.955","562","32.67","565.04",
"17.963","550","24.83","563.92",
"17.97","559","30.71","563.68",
"17.977","557","29.4","563",
"17.984","557","29.4","562.44",
"17.991","565","34.63","562.24",
"17.998","555","28.1","561.36",
"18.006","565","34.63","561.32",
"18.012","552","26.14","560.36",
"18.019","563","33.32","560.4",
"18.026","550","24.83","559.52",
"18.033","561","32.02","559.64",
"18.04","547","22.87","558.76",
"18.048","559","30.71","558.96",
"18.055","553","26.79","558.44",
"18.062","557","29.4","558.4",
"18.069","559","30.71","558.24",
"18.075","555","28.1","557.84",
"18.082","565","34.63","558.04",
"18.089","552","26.14","557.36",
"18.097","562","32.67","557.6",
"18.104","550","24.83","556.92",
"18.111","561","32.02","557.2",
"18.118","547","22.87","556.52",
"18.125","559","30.71","556.88",
"18.132","547","22.87","556.28",
"18.139","557","29.4","556.56",
"18.146","554","27.44","556.36",
"18.153","555","28.1","556.28",
"18.16","562","32.67","556.48",
"18.167","552","26.14","555.96",
"18.174","563","33.32","556.28",
"18.182","550","24.83","555.68",
"18.189","561","32.02","556.04",
"18.196","548","23.52","555.44",
"18.202","559","30.71","555.8",
"18.209","545","21.56","555.16",
"18.216","557","29.4","555.56",
"18.224","551","25.48","555.24",
"18.231","556","28.75","555.36",
"18.238","559","30.71","555.44",
"18.245","554","27.44","555.24",
"18.252","564","33.98","555.6",
"18.259","552","26.14","555.08",
"18.266","563","33.32","555.52",
"18.273","550","24.83","555.04",
"18.28","561","32.02","555.48",
"18.287","548","23.52","554.96",
"18.294","560","31.36","555.48",
"18.301","549","24.18","555.08",
"18.309","559","30.71","555.56",
"18.316","557","29.4","555.56",
"18.323","557","29.4","555.68",
"18.329","565","34.63","556.08",
"18.336","556","28.75","555.84",
"18.343","567","35.94","556.44",
"18.351","555","28.1","556.12",
"18.358","566","35.28","556.76",
"18.365","553","26.79","556.44",
"18.372","565","34.63","557.12",
