timestamp(ms),Hall analog (raw),Solenoid value (0-255),
"84.541",,"243",
"84.543","572",,
"84.546",,"243",
"84.548","572",,
"84.551",,"243",
"84.554","573",,
"84.557",,"243",
"84.559","571",,
"84.562",,"243",
"84.566","572",,
"84.568",,"243",
"84.571","573",,
"84.574",,"243",
"84.576","572",,
"84.579",,"243",
"84.582","572",,
"84.585",,"243",
"84.587","571",,
"84.59",,"243",
"84.593","572",,
"84.595",,"243",
"84.598","573",,
"84.601",,"243",
"84.603","571",,
"84.606",,"243",
"84.61","573",,
"84.613",,"243",
"84.615","571",,
"84.618",,"243",
"84.621","572",,
"84.623",,"243",
"84.626","573",,
"84.629",,"243",
"84.631","572",,
"84.634",,"243",
"84.637","573",,
"84.64",,"243",
"84.642","571",,
"84.645",,"242",
"84.648","571",,
"84.651",,"242",
"84.654","573",,
"84.657",,"242",
"84.659","571",,
"84.662",,"242",
"84.665","572",,
"84.668",,"242",
"84.67","570",,
"84.673",,"242",
"84.676","571",,
"84.678",,"242",
"84.681","572",,
"84.684",,"242",
"84.686","570",,
"84.689",,"242",
"84.692","572",,
"84.696",,"242",
"84.698","570",,
"84.701",,"242",
"84.703","571",,
"84.706",,"242",
"84.709","572",,
"84.712",,"242",
"84.714","571",,
"84.717",,"242",
"84.72","572",,
"84.723",,"242",
"84.725","570",,
"84.728",,"242",
"84.73","572",,
"84.733",,"242",
"84.737","572",,
"84.74",,"242",
"84.742","571",,
"84.745",,"242",
"84.748","572",,
"84.751",,"242",
"84.753","570",,
"84.756",,"241",
"84.758","570",,
"84.761",,"241",
"84.764","572",,
"84.767",,"241",
"84.769","570",,
"84.772",,"241",
"84.775","572",,
"84.779",,"241",
"84.781","571",,
"84.784",,"241",
"84.786","571",,
"84.789",,"241",
"84.792","572",,
"84.795",,"241",
"84.797","570",,
"84.8",,"241",
"84.803","571",,
"84.806",,"241",
"84.808","571",,
"84.811",,"241",
"84.813","571",,
"84.816",,"241",
"84.819","572",,
"84.823",,"241",
"84.825","570",,
"84.828",,"241",
"84.831","571",,
"84.833",,"241",
"84.836","572",,
"84.839",,"241",
"84.841","570",,
"84.844",,"241",
"84.847","571",,
"84.85",,"241",
"84.852","570",,
"84.855",,"241",
"84.858","571",,
"84.86",,"241",
"84.864","572",,
"84.867",,"240",
"84.869","570",,
"84.872",,"240",
"84.875","571",,
"84.878",,"240",
"84.88","569",,
"84.883",,"240",
"84.886","570",,
"84.888",,"240",
"84.891","572",,
"84.894",,"240",
"84.896","570",,
"84.899",,"240",
"84.902","571",,
"84.905",,"240",
"84.908","569",,
"84.911",,"240",
"84.914","570",,
"84.916",,"240",
"84.919","572",,
"84.922",,"240",
"84.924","570",,
"84.927",,"240",
"84.93","571",,
"84.933",,"240",
"84.935","568",,
"84.938",,"240",
"84.94","570",,
"84.943",,"240",
"84.946","571",,
"84.95",,"240",
"84.952","570",,
"84.955",,"240",
"84.958","571",,
"84.961",,"240",
"84.963","569",,
"84.966",,"240",
"84.968","570",,
"84.971",,"240",
"84.974","571",,
"84.977",,"239",
"84.979","569",,
"84.982",,"239",
"84.985","570",,
"84.988",,"239",
"84.99","568",,
"84.994",,"239",
"84.996","569",,
"84.999",,"239",
"85.002","571",,
"85.005",,"239",
"85.007","568",,
"85.01",,"239",
"85.013","570",,
"85.016",,"239",
"85.018","568",,
"85.021",,"239",
"85.023","570",,
"85.026",,"239",
"85.029","571",,
"85.032",,"239",
"85.035","569",,
"85.038",,"239",
"85.041","570",,
"85.044",,"239",
"85.046","570",,
"85.049",,"239",
"85.051","569",,
"85.054",,"239",
"85.057","570",,
"85.06",,"239",
"85.062","568",,
"85.065",,"239",
"85.068","570",,
"85.07",,"239",
"85.073","570",,
"85.076",,"239",
"85.079","569",,
"85.082",,"239",
"85.085","571",,
"85.088",,"238",
"85.09","568",,
"85.093",,"238",
"85.096","570",,
"85.098",,"238",
"85.101","570",,
"85.104",,"238",
"85.106","569",,
"85.109",,"238",
"85.112","570",,
"85.115",,"238",
"85.117","568",,
"85.121",,"238",
"85.124","569",,
"85.126",,"238",
"85.129","571",,
"85.132",,"238",
"85.134","568",,
"85.137",,"238",
"85.14","571",,
"85.143",,"238",
"85.145","568",,
"85.148",,"238",
"85.151","569",,
"85.153",,"238",
"85.156","570",,
"85.159",,"238",
"85.161","568",,
"85.165",,"238",
"85.168","570",,
"85.171",,"238",
"85.173","568",,
"85.176",,"238",
"85.178","569",,
"85.181",,"238",
"85.184","571",,
"85.187",,"238",
"85.189","568",,
"85.192",,"238",
"85.195","570",,
"85.198",,"237",
"85.2","567",,
"85.203",,"237",
"85.206","568",,
"85.209",,"237",
"85.212","570",,
"85.215",,"237",
"85.217","568",,
"85.22",,"237",
"85.223","569",,
"85.226",,"237",
"85.228","567",,
"85.231",,"237",
"85.233","569",,
"85.236",,"237",
"85.239","570",,
"85.242",,"237",
"85.244","568",,
"85.248",,"237",
"85.251","569",,
"85.254",,"237",
"85.256","567",,
"85.259",,"237",
"85.261","568",,
"85.264",,"237",
"85.267","570",,
"85.27",,"237",
"85.272","567",,
"85.275",,"237",
"85.278","569",,
"85.281",,"237",
"85.283","569",,
"85.286",,"237",
"85.288","568",,
"85.292",,"237",
"85.295","570",,
"85.298",,"237",
"85.3","567",,
"85.303",,"236",
"85.306","568",,
"85.308",,"236",
"85.311","568",,
"85.314",,"236",
"85.316","567",,
"85.319",,"236",
"85.322","569",,
"85.325",,"236",
"85.327","567",,
"85.33",,"236",
"85.334","568",,
"85.336",,"236",
"85.339","570",,
"85.342",,"236",
"85.344","568",,
"85.347",,"236",
"85.35","569",,
"85.353",,"236",
"85.355","566",,
"85.358",,"236",
"85.361","568",,
"85.363",,"236",
"85.366","570",,
"85.369",,"236",
"85.371","567",,
"85.374",,"236",
"85.378","569",,
"85.381",,"236",
"85.383","566",,
"85.386",,"236",
"85.389","568",,
"85.391",,"236",
"85.394","570",,
"85.397",,"236",
"85.399","567",,
"85.402",,"236",
"85.405","569",,
"85.408",,"236",
"85.41","566",,
"85.413",,"235",
"85.415","568",,
"85.419",,"235",
"85.422","569",,
"85.425",,"235",
"85.427","567",,
"85.43",,"235",
"85.433","568",,
"85.436",,"235",
"85.438","566",,
"85.441",,"235",
"85.443","567",,
"85.446",,"235",
"85.449","569",,
"85.452",,"235",
"85.454","566",,
"85.457",,"235",
"85.46","568",,
"85.464",,"235",
"85.466","565",,
"85.469",,"235",
"85.471","568",,
"85.474",,"235",
"85.477","570",,
"85.48",,"235",
"85.482","567",,
"85.485",,"235",
"85.488","569",,
"85.491",,"235",
"85.493","566",,
"85.496",,"235",
"85.498","567",,
"85.501",,"235",
"85.505","569",,
"85.508",,"235",
"85.51","567",,
"85.513",,"235",
"85.516","568",,
"85.519",,"235",
"85.521","565",,
"85.524",,"234",
"85.526","567",,
"85.529",,"234",
"85.532","568",,
"85.535",,"234",
"85.537","566",,
"85.54",,"234",
"85.543","567",,
"85.547",,"234",
"85.549","567",,
"85.552",,"234",
"85.554","566",,
"85.557",,"234",
"85.56","568",,
"85.563",,"234",
"85.565","566",,
"85.568",,"234",
"85.571","567",,
"85.573",,"234",
"85.576","568",,
"85.579",,"234",
"85.581","566",,
"85.584",,"234",
"85.587","568",,
"85.591",,"234",
"85.593","565",,
"85.596",,"234",
"85.599","567",,
"85.601",,"234",
"85.604","569",,
"85.607",,"234",
"85.609","566",,
"85.612",,"234",
"85.615","568",,
"85.618",,"234",
"85.62","565",,
"85.623",,"234",
"85.626","567",,
"85.628",,"234",
"85.632","569",,
"85.635",,"233",
"85.637","566",,
"85.64",,"233",
"85.643","567",,
"85.646",,"233",
"85.648","564",,
"85.651",,"233",
"85.654","567",,
"85.656",,"233",
"85.659","568",,
"85.662",,"233",
"85.664","566",,
"85.667",,"233",
"85.67","567",,
"85.673",,"233",
"85.676","564",,
"85.679",,"233",
"85.681","567",,
"85.684",,"233",
"85.687","569",,
"85.69",,"233",
"85.692","566",,
"85.695",,"233",
"85.698","567",,
"85.701",,"233",
"85.703","564",,
"85.706",,"233",
"85.708","566",,
"85.711",,"233",
"85.714","568",,
"85.718",,"233",
"85.72","565",,
"85.723",,"233",
"85.726","567",,
"85.729",,"233",
"85.731","564",,
"85.734",,"233",
"85.736","566",,
"85.739",,"233",
"85.742","568",,
"85.745",,"232",
"85.747","565",,
"85.75",,"232",
"85.753","567",,
"85.756",,"232",
"85.758","565",,
"85.762",,"232",
"85.764","566",,
"85.767",,"232",
"85.77","567",,
"85.773",,"232",
"85.775","564",,
"85.778",,"232",
"85.781","566",,
"85.784",,"232",
"85.786","565",,
"85.789",,"232",
"85.791","565",,
"85.794",,"232",
"85.797","567",,
"85.8",,"232",
"85.803","564",,
"85.806",,"232",
"85.809","566",,
"85.811",,"232",
"85.814","567",,
"85.817",,"232",
"85.819","565",,
"85.822",,"232",
"85.825","567",,
"85.828",,"232",
"85.83","564",,
"85.833",,"232",
"85.836","566",,
"85.838",,"232",
"85.841","567",,
"85.844",,"232",
"85.847","565",,
"85.85",,"232",
"85.853","567",,
"85.856",,"231",
"85.858","563",,
"85.861",,"231",
"85.864","566",,
"85.866",,"231",
"85.869","567",,
"85.872",,"231",
"85.874","565",,
"85.877",,"231",
"85.88","566",,
"85.883",,"231",
"85.885","563",,
"85.889",,"231",
"85.892","565",,
"85.894",,"231",
"85.897","568",,
"85.9",,"231",
"85.902","564",,
"85.905",,"231",
"85.908","567",,
"85.911",,"231",
"85.913","563",,
"85.916",,"231",
"85.918","565",,
"85.921",,"231",
"85.924","567",,
"85.927",,"231",
"85.929","565",,
"85.933",,"231",
"85.936","566",,
"85.939",,"231",
"85.941","563",,
"85.944",,"231",
"85.946","565",,
"85.949",,"231",
"85.952","567",,
"85.955",,"231",
"85.957","564",,
"85.96",,"231",
"85.963","566",,
"85.966",,"230",
"85.968","562",,
"85.971",,"230",
"85.974","565",,
"85.977",,"230",
"85.98","567",,
"85.983",,"230",
"85.985","564",,
"85.988",,"230",
"85.991","566",,
"85.994",,"230",
"85.996","562",,
"85.999",,"230",
"86.001","564",,
"86.004",,"230",
"86.007","567",,
"86.01",,"230",
"86.012","563",,
"86.016",,"230",
"86.019","566",,
"86.022",,"230",
"86.024","564",,
"86.027",,"230",
"86.029","565",,
"86.032",,"230",
"86.035","567",,
"86.038",,"230",
"86.04","563",,
"86.043",,"230",
"86.046","565",,
"86.048",,"230",
"86.051","564",,
"86.054",,"230",
"86.056","564",,
"86.06",,"230",
"86.063","566",,
"86.066",,"230",
"86.068","563",,
"86.071",,"230",
"86.074","566",,
"86.076",,"229",
"86.079","566",,
"86.082",,"229",
"86.084","564",,
"86.087",,"229",
"86.09","566",,
"86.093",,"229",
"86.095","562",,
"86.098",,"229",
"86.102","565",,
"86.104",,"229",
"86.107","566",,
"86.11",,"229",
"86.112","563",,
"86.115",,"229",
"86.118","566",,
"86.121",,"229",
"86.123","562",,
"86.126",,"229",
"86.129","564",,
"86.131",,"229",
"86.134","567",,
"86.137",,"229",
"86.139","563",,
"86.142",,"229",
"86.146","565",,
"86.149",,"229",
"86.151","562",,
"86.154",,"229",
"86.156","565",,
"86.159",,"229",
"86.162","567",,
"86.165",,"229",
"86.167","563",,
"86.17",,"229",
"86.173","566",,
"86.176",,"229",
"86.178","562",,
"86.181",,"229",
"86.183","564",,
"86.187",,"228",
"86.19","566",,
"86.193",,"228",
"86.195","562",,
"86.198",,"228",
"86.201","565",,
"86.204",,"228",
"86.206","561",,
"86.209",,"228",
"86.211","563",,
"86.214",,"228",
"86.217","566",,
"86.22",,"228",
"86.222","562",,
"86.225",,"228",
"86.228","565",,
"86.232",,"228",
"86.234","561",,
"86.237",,"228",
"86.239","563",,
"86.242",,"228",
"86.245","566",,
"86.248",,"228",
"86.25","562",,
"86.253",,"228",
"86.256","564",,
"86.259",,"228",
"86.261","561",,
"86.264",,"228",
"86.266","563",,
"86.269",,"228",
"86.273","565",,
"86.276",,"228",
"86.278","562",,
"86.281",,"228",
"86.284","565",,
"86.286",,"228",
"86.289","564",,
"86.292",,"228",
"86.294","563",,
"86.297",,"227",
"86.3","565",,
"86.303",,"227",
"86.305","561",,
"86.308",,"227",
"86.311","563",,
"86.313",,"227",
"86.317","562",,
"86.32",,"227",
"86.322","562",,
"86.325",,"227",
"86.328","565",,
"86.331",,"227",
"86.333","561",,
"86.336",,"227",
"86.339","563",,
"86.341",,"227",
"86.344","565",,
"86.347",,"227",
"86.349","562",,
"86.352",,"227",
"86.355","565",,
"86.359",,"227",
"86.361","561",,
"86.364",,"227",
"86.367","563",,
"86.369",,"227",
"86.372","565",,
"86.375",,"227",
"86.377","562",,
"86.38",,"227",
"86.383","564",,
"86.386",,"227",
"86.388","560",,
"86.391",,"227",
"86.394","563",,
"86.396",,"227",
"86.4","565",,
"86.403",,"227",
"86.405","562",,
"86.408",,"226",
"86.411","564",,
"86.414",,"226",
"86.416","560",,
"86.419",,"226",
"86.421","562",,
"86.424",,"226",
"86.427","565",,
"86.43",,"226",
"86.432","561",,
"86.435",,"226",
"86.438","564",,
"86.441",,"226",
"86.444","559",,
"86.447",,"226",
"86.449","563",,
"86.452",,"226",
"86.455","565",,
"86.458",,"226",
"86.46","561",,
"86.463",,"226",
"86.466","564",,
"86.469",,"226",
"86.471","560",,
"86.474",,"226",
"86.476","562",,
"86.479",,"226",
"86.482","565",,
"86.486",,"226",
"86.488","561",,
"86.491",,"226",
"86.494","564",,
"86.497",,"226",
"86.499","561",,
"86.502",,"226",
"86.504","562",,
"86.507",,"226",
"86.51","564",,
"86.513",,"226",
"86.515","561",,
"86.518",,"225",
"86.521","563",,
"86.524",,"225",
"86.526","560",,
"86.53",,"225",
"86.532","561",,
"86.535",,"225",
"86.538","564",,
"86.541",,"225",
"86.543","559",,
"86.546",,"225",
"86.549","563",,
"86.551",,"225",
"86.554","562",,
"86.557",,"225",
"86.559","561",,
"86.562",,"225",
"86.565","564",,
"86.568",,"225",
"86.571","560",,
"86.574",,"225",
"86.577","562",,
"86.579",,"225",
"86.582","562",,
"86.585",,"225",
"86.587","561",,
"86.59",,"225",
"86.593","564",,
"86.596",,"225",
"86.598","560",,
"86.601",,"225",
"86.604","562",,
"86.606",,"225",
"86.609","564",,
"86.612",,"225",
"86.615","561",,
"86.618",,"225",
"86.621","563",,
"86.624",,"225",
"86.626","560",,
"86.629",,"224",
"86.632","561",,
"86.634",,"224",
"86.637","564",,
"86.64",,"224",
"86.642","560",,
"86.645",,"224",
"86.648","563",,
"86.651",,"224",
"86.653","559",,
"86.657",,"224",
"86.659","562",,
"86.662",,"224",
"86.665","564",,
"86.668",,"224",
"86.67","560",,
"86.673",,"224",
"86.676","562",,
"86.679",,"224",
"86.681","558",,
"86.684",,"224",
"86.686","561",,
"86.689",,"224",
"86.692","564",,
"86.695",,"224",
"86.697","560",,
"86.701",,"224",
"86.704","563",,
"86.707",,"224",
"86.709","558",,
"86.712",,"224",
"86.714","561",,
"86.717",,"224",
"86.72","564",,
"86.723",,"224",
"86.725","560",,
"86.728",,"224",
"86.731","562",,
"86.734",,"224",
"86.736","558",,
"86.739",,"223",
"86.742","561",,
"86.745",,"223",
"86.748","563",,
"86.751",,"223",
"86.753","559",,
"86.756",,"223",
"86.759","562",,
"86.762",,"223",
"86.764","560",,
"86.767",,"223",
"86.769","560",,
"86.772",,"223",
"86.775","563",,
"86.778",,"223",
"86.78","559",,
"86.784",,"223",
"86.787","561",,
"86.789",,"223",
"86.792","560",,
"86.795",,"223",
"86.797","560",,
"86.8",,"223",
"86.803","563",,
"86.806",,"223",
"86.808","559",,
"86.811",,"223",
"86.814","561",,
"86.816",,"223",
"86.819","562",,
"86.822",,"223",
"86.824","560",,
"86.828",,"223",
"86.831","563",,
"86.834",,"223",
"86.836","559",,
"86.839",,"223",
"86.842","561",,
"86.844",,"223",
"86.847","562",,
"86.85",,"222",
"86.852","559",,
"86.855",,"222",
"86.858","562",,
"86.861",,"222",
"86.863","557",,
"86.866",,"222",
"86.87","561",,
"86.872",,"222",
"86.875","563",,
"86.878",,"222",
"86.88","559",,
"86.883",,"222",
"86.886","562",,
"86.889",,"222",
"86.891","558",,
"86.894",,"222",
"86.896","560",,
"86.899",,"222",
"86.902","563",,
"86.905",,"222",
"86.907","559",,
"86.91",,"222",
"86.914","561",,
"86.917",,"222",
"86.919","557",,
"86.922",,"222",
"86.924","560",,
"86.927",,"222",
"86.93","563",,
"86.933",,"222",
"86.935","559",,
"86.938",,"222",
"86.941","562",,
"86.944",,"222",
"86.946","557",,
"86.949",,"222",
"86.951","560",,
"86.955",,"222",
"86.958","563",,
"86.961",,"221",
"86.963","558",,
"86.966",,"221",
"86.969","561",,
"86.972",,"221",
"86.974","557",,
"86.977",,"221",
"86.979","559",,
"86.982",,"221",
"86.985","562",,
"86.988",,"221",
"86.99","558",,
"86.993",,"221",
"86.996","561",,
"87",,"221",
"87.002","557",,
"87.005",,"221",
"87.007","559",,
"87.01",,"221",
"87.013","562",,
"87.016",,"221",
"87.018","558",,
"87.021",,"221",
"87.024","560",,
"87.026",,"221",
"87.029","559",,
"87.032",,"221",
"87.034","559",,
"87.037",,"221",
"87.041","561",,
"87.044",,"221",
"87.046","557",,
"87.049",,"221",
"87.052","560",,
"87.054",,"221",
"87.057","559",,
"87.06",,"221",
"87.062","559",,
"87.065",,"221",
"87.068","562",,
"87.071",,"220",
"87.073","556",,
"87.076",,"220",
"87.079","560",,
"87.081",,"220",
"87.085","561",,
"87.088",,"220",
"87.09","558",,
"87.093",,"220",
"87.096","561",,
"87.099",,"220",
"87.101","556",,
"87.104",,"220",
"87.107","559",,
"87.109",,"220",
"87.112","560",,
"87.115",,"220",
"87.117","558",,
"87.12",,"220",
"87.123","561",,
"87.127",,"220",
"87.129","556",,
"87.132",,"220",
"87.135","559",,
"87.137",,"220",
"87.14","562",,
"87.143",,"220",
"87.145","558",,
"87.148",,"220",
"87.151","560",,
"87.154",,"220",
"87.156","556",,
"87.159",,"220",
"87.161","559",,
"87.164",,"220",
"87.168","562",,
"87.171",,"220",
"87.173","558",,
"87.176",,"220",
"87.179","561",,
"87.182",,"219",
"87.184","555",,
"87.187",,"219",
"87.189","559",,
"87.192",,"219",
"87.195","561",,
"87.198",,"219",
"87.2","557",,
"87.203",,"219",
"87.206","560",,
"87.209",,"219",
"87.212","555",,
"87.215",,"219",
"87.217","558",,
"87.22",,"219",
"87.223","561",,
"87.226",,"219",
"87.228","557",,
"87.231",,"219",
"87.234","560",,
"87.237",,"219",
"87.239","556",,
"87.242",,"219",
"87.244","558",,
"87.247",,"219",
"87.25","561",,
"87.254",,"219",
"87.256","556",,
"87.259",,"219",
"87.262","560",,
"87.265",,"219",
"87.267","556",,
"87.27",,"219",
"87.272","558",,
"87.275",,"219",
"87.278","561",,
"87.281",,"219",
"87.283","556",,
"87.286",,"219",
"87.289","560",,
"87.291",,"218",
"87.294","558",,
"87.298",,"218",
"87.3","557",,
"87.303",,"218",
"87.306","561",,
"87.309",,"218",
"87.311","555",,
"87.314",,"218",
"87.317","558",,
"87.319",,"218",
"87.322","557",,
"87.325",,"218",
"87.327","557",,
"87.33",,"218",
"87.333","560",,
"87.336",,"218",
"87.339","555",,
"87.342",,"218",
"87.345","558",,
"87.347",,"218",
"87.35","560",,
"87.353",,"218",
"87.355","557",,
"87.358",,"218",
"87.361","560",,
"87.364",,"218",
"87.366","555",,
"87.369",,"218",
"87.372","558",,
"87.374",,"218",
"87.377","560",,
"87.38",,"218",
"87.383","556",,
"87.386",,"218",
"87.389","560",,
"87.392",,"218",
"87.394","555",,
"87.397",,"218",
"87.399","558",,
"87.402",,"217",
"87.405","561",,
"87.408",,"217",
"87.41","556",,
"87.413",,"217",
"87.416","559",,
"87.419",,"217",
"87.421","554",,
"87.425",,"217",
"87.427","558",,
"87.43",,"217",
"87.433","561",,
"87.436",,"217",
"87.438","555",,
"87.441",,"217",
"87.444","559",,
"87.447",,"217",
"87.449","554",,
"87.452",,"217",
"87.454","557",,
"87.457",,"217",
"87.46","560",,
"87.463",,"217",
"87.465","556",,
"87.469",,"217",
"87.472","558",,
"87.475",,"217",
"87.477","554",,
"87.48",,"217",
"87.482","557",,
"87.485",,"217",
"87.488","560",,
"87.491",,"217",
"87.493","555",,
"87.496",,"217",
"87.499","559",,
"87.502",,"217",
"87.504","556",,
"87.507",,"217",
"87.51","557",,
"87.513",,"216",
"87.516","560",,
"87.519",,"216",
"87.521","555",,
"87.524",,"216",
"87.527","558",,
"87.529",,"216",
"87.532","555",,
"87.535",,"216",
"87.537","556",,
"87.54",,"216",
"87.543","559",,
"87.546",,"216",
"87.548","554",,
"87.552",,"216",
"87.555","558",,
"87.557",,"216",
"87.56","558",,
"87.563",,"216",
"87.565","556",,
"87.568",,"216",
"87.571","559",,
"87.574",,"216",
"87.576","554",,
"87.579",,"216",
"87.582","558",,
"87.584",,"216",
"87.587","557",,
"87.59",,"216",
"87.592","556",,
"87.596",,"216",
"87.599","559",,
"87.602",,"216",
"87.604","554",,
"87.607",,"216",
"87.61","557",,
"87.612",,"216",
"87.615","559",,
"87.618",,"216",
"87.62","556",,
"87.623",,"215",
"87.626","558",,
"87.629",,"215",
"87.631","553",,
"87.634",,"215",
"87.636","556",,
"87.64",,"215",
"87.643","559",,
"87.646",,"215",
"87.648","555",,
"87.651",,"215",
"87.654","558",,
"87.657",,"215",
"87.659","553",,
"87.662",,"215",
"87.664","557",,
"87.667",,"215",
"87.67","560",,
"87.673",,"215",
"87.675","554",,
"87.678",,"215",
"87.682","558",,
"87.685",,"215",
"87.687","553",,
"87.69",,"215",
"87.692","556",,
"87.695",,"215",
"87.698","559",,
"87.701",,"215",
"87.703","554",,
"87.706",,"215",
"87.709","558",,
"87.712",,"215",
"87.714","553",,
"87.717",,"215",
"87.719","556",,
"87.723",,"214",
"87.726","559",,
"87.729",,"214",
"87.731","554",,
"87.734",,"214",
"87.737","557",,
"87.74",,"214",
"87.742","552",,
"87.745",,"214",
"87.747","555",,
"87.75",,"214",
"87.753","559",,
"87.756",,"214",
"87.758","553",,
"87.761",,"214",
"87.764","557",,
"87.767",,"214",
"87.77","554",,
"87.773",,"214",
"87.775","555",,
"87.778",,"214",
"87.781","558",,
"87.784",,"214",
"87.786","553",,
"87.789",,"214",
"87.792","557",,
"87.794",,"214",
"87.797","555",,
"87.8",,"214",
"87.802","555",,
"87.805",,"214",
"87.809","558",,
"87.812",,"214",
"87.814","553",,
"87.817",,"214",
"87.82","557",,
"87.822",,"214",
"87.825","557",,
"87.828",,"214",
"87.83","555",,
"87.833",,"213",
"87.836","558",,
"87.839",,"213",
